順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2203.2,0573-00,チラチーノ,,ノーマル,,一般,ゴースト,オボンのみ,0970-00,キラフロル,,いわ,どく,一般,どく,くろいヘドロ,0257-00,バシャーモ,,ほのお,かくとう,一般,あく,きあいのタスキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,0730-00,アシレーヌ,,みず,フェアリー,一般,はがね,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,いかさまダイス
2,2199.058,0445-00,ガブリアス,,ドラゴン,じめん,一般,ほのお,こだわりハチマキ,0233-00,ポリゴン２,,ノーマル,,一般,どく,しんかのきせき,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,あつぞこブーツ,0908-00,マスカーニャ,,くさ,あく,一般,はがね,きあいのタスキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,オボンのみ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,おんみつマント
3,2191.245,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりハチマキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,いかさまダイス,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,オボンのみ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,とつげきチョッキ
4,2178.707,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,とつげきチョッキ,0970-00,キラフロル,,いわ,どく,一般,ゴースト,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,あく,たべのこし,0815-00,エースバーン,,ほのお,,一般,こおり,こうかくレンズ,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ
5,2178.652,0903-00,オオニューラ,,かくとう,どく,一般,あく,きあいのタスキ,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,とつげきチョッキ,0637-00,ウルガモス,,むし,ほのお,一般,くさ,あつぞこブーツ,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,こだわりハチマキ,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0823-00,アーマーガア,,ひこう,はがね,一般,ステラ,おんみつマント
6,2174.222,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,どく,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,あく,たべのこし,0128-02,ケンタロス,パルデアのすがた・ブレイズしゅ,かくとう,ほのお,一般,こおり,だっしゅつパック
8,2171.488,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,とつげきチョッキ,0812-00,ゴリランダー,,くさ,,一般,ほのお,いかさまダイス,0977-00,ヘイラッシャ,,みず,,一般,じめん,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,きあいのタスキ
9,2165.626,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,ふうせん,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,みず,アッキのみ,0908-00,マスカーニャ,,くさ,あく,一般,あく,きあいのタスキ,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,オボンのみ
12,2153.466,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりスカーフ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,とつげきチョッキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,いかさまダイス,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,ジャポのみ
14,2148.084,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,グラスシード,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,フィラのみ,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,エスパー,きあいのタスキ,0812-00,ゴリランダー,,くさ,,一般,はがね,とつげきチョッキ
