順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2174.954,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,ゴツゴツメット,0113-00,ラッキー,,ノーマル,,一般,はがね,しんかのきせき,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0823-00,アーマーガア,,ひこう,はがね,一般,ゴースト,おんみつマント,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,どく,くろいヘドロ
2,2165.292,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,でんき,たべのこし,0594-00,ママンボウ,,みず,,一般,どく,ゴツゴツメット,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,とつげきチョッキ,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま
4,2146.724,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ひこう,こだわりハチマキ
5,2136.78,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,パンチグローブ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,きあいのタスキ,0212-00,ハッサム,,むし,はがね,一般,ノーマル,オボンのみ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,こだわりハチマキ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,ほのお,たべのこし
7,2128.261,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
8,2126.199,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,ゴツゴツメット,0594-00,ママンボウ,,みず,,一般,ノーマル,とつげきチョッキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,こだわりスカーフ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,フェアリー,オボンのみ,1003-00,ディンルー,,あく,じめん,準伝説,でんき,たべのこし
9,2123.2,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,ゴースト,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0986-00,アラブルタケ,,くさ,あく,パラドックス,ノーマル,あつぞこブーツ,0812-00,ゴリランダー,,くさ,,一般,ノーマル,とつげきチョッキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス
10,2121.234,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,ステラ,こだわりメガネ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,ゴツゴツメット
13,2111.019,0382-00,カイオーガ,,みず,,禁止伝説,くさ,ジャポのみ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,とつげきチョッキ,0450-00,カバルドン,,じめん,,一般,フェアリー,こだわりハチマキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,じゃくてんほけん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん
19,2088.832,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,シルクのスカーフ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,はがね,ブーストエナジー,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,フェアリー,とつげきチョッキ
23,2071.945,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,ゴツゴツメット,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,ふうせん,0212-00,ハッサム,,むし,はがね,一般,あく,おんみつマント
24,2070.797,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,とつげきチョッキ,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット,0990-00,テツノワダチ,,じめん,はがね,パラドックス,みず,ブーストエナジー
