順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2267.431,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,じめん,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ほのお,こだわりメガネ,0823-00,アーマーガア,,ひこう,はがね,一般,ドラゴン,オボンのみ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,いのちのたま
2,2249.903,0700-00,ニンフィア,,フェアリー,,一般,みず,たべのこし,0591-00,モロバレル,,くさ,どく,一般,あく,だっしゅつパック,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,とつげきチョッキ,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,こだわりメガネ,0991-00,テツノツツミ,,こおり,みず,パラドックス,はがね,いのちのたま
3,2249.32,0998-00,セグレイブ,,ドラゴン,こおり,一般,こおり,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ラムのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,おんみつマント,0977-00,ヘイラッシャ,,みず,,一般,じめん,オボンのみ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,とつげきチョッキ
5,2247.778,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ラムのみ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,こだわりメガネ,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,0989-00,スナノケガワ,,でんき,じめん,パラドックス,じめん,きあいのタスキ,0700-00,ニンフィア,,フェアリー,,一般,ほのお,たべのこし,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,オボンのみ
7,2244.709,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,はがね,いのちのたま,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,こだわりハチマキ,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,ゴースト,きあいのタスキ,0212-00,ハッサム,,むし,はがね,一般,みず,おんみつマント
8,2241.58,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,こだわりメガネ,0983-00,ドドゲザン,,あく,はがね,一般,ひこう,オボンのみ,0980-00,ドオー,,どく,じめん,一般,あく,おんみつマント,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,いのちのたま
9,2240.537,0450-00,カバルドン,,じめん,,一般,フェアリー,オボンのみ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,はがね,ブーストエナジー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0986-00,アラブルタケ,,くさ,あく,パラドックス,ほのお,たべのこし,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,きあいのタスキ,0939-00,ハラバリー,,でんき,,一般,フェアリー,とつげきチョッキ
11,2236.13,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,じめん,とつげきチョッキ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ほのお,こだわりメガネ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,いのちのたま,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,オボンのみ
13,2232.639,0450-00,カバルドン,,じめん,,一般,みず,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,おんみつマント,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,ゴツゴツメット,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,オボンのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,こだわりメガネ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,はがね,こだわりスカーフ
14,2228.933,0184-00,マリルリ,,みず,フェアリー,一般,くさ,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,ゴツゴツメット,0998-00,セグレイブ,,ドラゴン,こおり,一般,はがね,こだわりスカーフ,0983-00,ドドゲザン,,あく,はがね,一般,あく,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1000-00,サーフゴー,,はがね,ゴースト,一般,ゴースト,きあいのタスキ
17,2218.029,0450-00,カバルドン,,じめん,,一般,はがね,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,たべのこし,0991-00,テツノツツミ,,こおり,みず,パラドックス,こおり,ブーストエナジー,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,0908-00,マスカーニャ,,くさ,あく,一般,あく,きあいのタスキ
18,2217.954,0059-00,ウインディ,,ほのお,,一般,ノーマル,あつぞこブーツ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ひこう,ブーストエナジー,0450-00,カバルドン,,じめん,,一般,じめん,オボンのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,おんみつマント,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,0964-00,イルカマン,ナイーブフォルム,みず,,一般,みず,たべのこし
