順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2133.442,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,じゃくてんほけん,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ノーマル,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ
3,2117.051,1002-00,パオジアン,,あく,こおり,準伝説,じめん,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,パンチグローブ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,でんき,あつぞこブーツ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0980-00,ドオー,,どく,じめん,一般,ゴースト,おんみつマント,0970-00,キラフロル,,いわ,どく,一般,くさ,レッドカード
4,2113.304,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ほのお,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,0970-00,キラフロル,,いわ,どく,一般,あく,レッドカード
6,2106.497,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,こだわりスカーフ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,はがね,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ
8,2104.19,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,パンチグローブ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ
9,2103.912,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,とつげきチョッキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,はがね,オボンのみ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,パンチグローブ
10,2102.245,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ,0184-00,マリルリ,,みず,フェアリー,一般,みず,オボンのみ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,ふうせん,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま
13,2092.494,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ステラ,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,でんき,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,いわ,タラプのみ,0212-00,ハッサム,,むし,はがね,一般,ひこう,こだわりハチマキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ほのお,シルクのスカーフ
15,2088.097,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,どく,ジャポのみ,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,オボンのみ,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ほのお,ゴツゴツメット,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ
16,2083.941,0800-01,ネクロズマ,たそがれのたてがみ,エスパー,はがね,禁止伝説,ノーマル,ラムのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,ゴツゴツメット,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,じゃくてんほけん,0212-00,ハッサム,,むし,はがね,一般,ひこう,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,こわもてプレート,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,こだわりスカーフ
18,2077.453,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,とつげきチョッキ,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,こだわりハチマキ,0594-00,ママンボウ,,みず,,一般,フェアリー,たべのこし,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ
20,2070.665,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,かくとう,こだわりメガネ,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,フェアリー,ゴツゴツメット,0594-00,ママンボウ,,みず,,一般,どく,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0903-00,オオニューラ,,かくとう,どく,一般,ステラ,きあいのタスキ
21,2065.481,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ひこう,ブーストエナジー,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0970-00,キラフロル,,いわ,どく,一般,ゴースト,レッドカード,1001-00,チオンジェン,,あく,くさ,準伝説,ほのお,たべのこし
27,2050.052,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,はがね,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,シルクのスカーフ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0730-00,アシレーヌ,,みず,フェアリー,一般,ノーマル,ゴツゴツメット
30,2048.376,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,たべのこし,0812-00,ゴリランダー,,くさ,,一般,ノーマル,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,みず,あつぞこブーツ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,こだわりハチマキ,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ノーマル,ゴツゴツメット,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ひこう,ブーストエナジー
32,2046.696,1002-00,パオジアン,,あく,こおり,準伝説,フェアリー,きあいのタスキ,0249-00,ルギア,,エスパー,ひこう,禁止伝説,ノーマル,ゴツゴツメット,0970-00,キラフロル,,いわ,どく,一般,くさ,レッドカード,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,1001-00,チオンジェン,,あく,くさ,準伝説,どく,たべのこし,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,じめん,こだわりスカーフ
35,2042.355,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0980-00,ドオー,,どく,じめん,一般,でんき,オボンのみ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,パンチグローブ,0713-00,クレベース,,こおり,,一般,みず,いかさまダイス,0485-00,ヒードラン,,ほのお,はがね,準伝説,フェアリー,とつげきチョッキ
36,2041.716,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ほのお,ゴツゴツメット,0143-00,カビゴン,,ノーマル,,一般,はがね,たべのこし,0260-00,ラグラージ,,みず,じめん,一般,はがね,オボンのみ
37,2039.911,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,0249-00,ルギア,,エスパー,ひこう,禁止伝説,ひこう,こだわりスカーフ,1003-00,ディンルー,,あく,じめん,準伝説,くさ,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ほのお,ゴツゴツメット,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,ブーストエナジー
40,2036.072,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,ゴツゴツメット,0113-00,ラッキー,,ノーマル,,一般,くさ,しんかのきせき,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0823-00,アーマーガア,,ひこう,はがね,一般,ゴースト,おんみつマント,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,ノーマル,くろいヘドロ
41,2035.911,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,でんき,ラムのみ,0903-00,オオニューラ,,かくとう,どく,一般,ゴースト,オボンのみ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,どく,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ
44,2035.009,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0132-00,メタモン,,ノーマル,,一般,フェアリー,こだわりスカーフ,0472-00,グライオン,,じめん,ひこう,一般,あく,どくどくだま,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,フィラのみ
45,2034.46,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,こだわりメガネ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ゴースト,とつげきチョッキ,0227-00,エアームド,,はがね,ひこう,一般,ほのお,メンタルハーブ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,ほのお,オボンのみ
47,2033.294,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いかさまダイス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ほのお,イバンのみ,0286-00,キノガッサ,,くさ,かくとう,一般,ノーマル,どくどくだま,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,みず,ブーストエナジー
49,2032.688,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,ほのお,パワフルハーブ,0812-00,ゴリランダー,,くさ,,一般,こおり,こだわりハチマキ,1003-00,ディンルー,,あく,じめん,準伝説,どく,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,あく,おんみつマント,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,ゴツゴツメット
50,2032.021,1003-00,ディンルー,,あく,じめん,準伝説,どく,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,ブーストエナジー,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ほのお,パンチグローブ
52,2031.909,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,とつげきチョッキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,ゴツゴツメット,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ひこう,たべのこし
54,2031.408,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,こだわりハチマキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ほのお,ゴツゴツメット,0970-00,キラフロル,,いわ,どく,一般,くさ,レッドカード
58,2029.236,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,0970-00,キラフロル,,いわ,どく,一般,あく,ゴツゴツメット,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,とつげきチョッキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,みず,オボンのみ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,かくとう,きあいのタスキ
