順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2150.778,0637-00,ウルガモス,,むし,ほのお,一般,くさ,いのちのたま,0977-00,ヘイラッシャ,,みず,,一般,ドラゴン,たべのこし,0700-00,ニンフィア,,フェアリー,,一般,ほのお,のどスプレー,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,みず,こだわりスカーフ,0282-00,サーナイト,,エスパー,フェアリー,一般,じめん,オボンのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,きあいのタスキ
11,2109.109,0908-00,マスカーニャ,,くさ,あく,一般,ゴースト,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,ドラゴン,たべのこし,0700-00,ニンフィア,,フェアリー,,一般,ほのお,のどスプレー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,フェアリー,イアのみ,0936-00,グレンアルマ,,ほのお,エスパー,一般,あく,じゃくてんほけん
16,2096.149,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,ナモのみ,0936-00,グレンアルマ,,ほのお,エスパー,一般,あく,じゃくてんほけん,0700-00,ニンフィア,,フェアリー,,一般,みず,オボンのみ,0979-00,コノヨザル,,かくとう,ゴースト,一般,かくとう,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,とつげきチョッキ,0475-00,エルレイド,,エスパー,かくとう,一般,かくとう,きあいのタスキ
19,2087.801,0426-00,フワライド,,ゴースト,ひこう,一般,あく,サイコシード,0983-00,ドドゲザン,,あく,はがね,一般,あく,いのちのたま,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,エスパー,こだわりメガネ,0936-00,グレンアルマ,,ほのお,エスパー,一般,あく,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0700-00,ニンフィア,,フェアリー,,一般,みず,たべのこし
20,2086.643,0248-00,バンギラス,,いわ,あく,一般,あく,クリアチャーム,0745-00,ルガルガン,まひるのすがた,いわ,,一般,いわ,きあいのタスキ,0936-00,グレンアルマ,,ほのお,エスパー,一般,くさ,おんみつマント,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,ゴースト,ゴツゴツメット,0700-00,ニンフィア,,フェアリー,,一般,みず,こだわりメガネ,0908-00,マスカーニャ,,くさ,あく,一般,くさ,こだわりハチマキ
23,2083.09,0198-00,ヤミカラス,,あく,ひこう,一般,ひこう,しんかのきせき,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,いのちのたま,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,のどスプレー,0972-00,ハカドッグ,,ゴースト,,一般,ゴースト,きあいのタスキ,0248-00,バンギラス,,いわ,あく,一般,じめん,さらさらいわ
25,2076.213,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,いのちのたま,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,たべのこし,0666-00,ビビヨン,ひょうせつのもよう,むし,ひこう,一般,ゴースト,きあいのタスキ,0663-00,ファイアロー,,ほのお,ひこう,一般,ゴースト,こうかくレンズ,0925-01,イッカネズミ,４ひきかぞく,ノーマル,,一般,ゴースト,ゴツゴツメット,0979-00,コノヨザル,,かくとう,ゴースト,一般,かくとう,こだわりスカーフ
59,2020.729,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし,0128-02,ケンタロス,パルデアのすがた・ブレイズしゅ,かくとう,ほのお,一般,あく,ものまねハーブ,0908-00,マスカーニャ,,くさ,あく,一般,くさ,きあいのタスキ,0700-00,ニンフィア,,フェアリー,,一般,みず,のどスプレー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,いのちのたま,0635-00,サザンドラ,,あく,ドラゴン,一般,ほのお,ピントレンズ
69,2012.578,0925-01,イッカネズミ,４ひきかぞく,ノーマル,,一般,ゴースト,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0977-00,ヘイラッシャ,,みず,,一般,ひこう,たべのこし,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,ドラゴン,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0983-00,ドドゲザン,,あく,はがね,一般,あく,いのちのたま
74,2009.935,0936-00,グレンアルマ,,ほのお,エスパー,一般,エスパー,きあいのタスキ,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,ノーマル,サイコシード,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,とつげきチョッキ,0700-00,ニンフィア,,フェアリー,,一般,みず,いのちのたま,0663-00,ファイアロー,,ほのお,ひこう,一般,ゴースト,ぼうじんゴーグル,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ
