順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2064.606,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,0382-00,カイオーガ,,みず,,禁止伝説,くさ,とつげきチョッキ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,くさ,たべのこし,0812-00,ゴリランダー,,くさ,,一般,ほのお,きせきのタネ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,じめん,こだわりスカーフ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,こだわりハチマキ
4,1988.46,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,いのちのたま,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,たべのこし,0591-00,モロバレル,,くさ,どく,一般,みず,ヤチェのみ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0727-00,ガオガエン,,ほのお,あく,一般,みず,とつげきチョッキ,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ
5,1975.72,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0493-00,アルセウス,ノーマルタイプ,ノーマル,,幻,ゴースト,クリアチャーム,0727-00,ガオガエン,,ほのお,あく,一般,むし,ゴツゴツメット,0591-00,モロバレル,,くさ,どく,一般,みず,おんみつマント,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,むし,とつげきチョッキ
9,1962.249,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ドラゴン,くちたたて,1002-00,パオジアン,,あく,こおり,準伝説,みず,とつげきチョッキ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,ブーストエナジー,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,ぼうじんゴーグル
20,1932.006,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,いのちのたま,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,パワフルハーブ,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,おんみつマント,0573-00,チラチーノ,,ノーマル,,一般,フェアリー,いかさまダイス,0637-00,ウルガモス,,むし,ほのお,一般,みず,エレキシード
22,1931.226,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0727-00,ガオガエン,,ほのお,あく,一般,みず,ゴツゴツメット,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,とつげきチョッキ,0812-00,ゴリランダー,,くさ,,一般,みず,オボンのみ,0983-00,ドドゲザン,,あく,はがね,一般,みず,ぼうじんゴーグル
24,1929.185,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,くさ,クリアチャーム,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,どく,いのちのたま,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット,0727-00,ガオガエン,,ほのお,あく,一般,むし,とつげきチョッキ
37,1908.098,0382-00,カイオーガ,,みず,,禁止伝説,くさ,とつげきチョッキ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,くさ,たべのこし,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,0812-00,ゴリランダー,,くさ,,一般,みず,きせきのタネ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,みず,いのちのたま,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,こだわりスカーフ
39,1906.15,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりメガネ,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,あく,ブーストエナジー,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,ノーマル,とくせいガード,1025-00,モモワロウ,,どく,ゴースト,幻,ノーマル,オボンのみ,1003-00,ディンルー,,あく,じめん,準伝説,どく,ゴツゴツメット
40,1903.564,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,でんき,ぼうじんゴーグル,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,フェアリー,クリアチャーム,0727-00,ガオガエン,,ほのお,あく,一般,みず,おんみつマント,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,みず,いのちのたま,0235-00,ドーブル,,ノーマル,,一般,くさ,きあいのタスキ
