順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2187.804,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,こだわりスカーフ,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,みず,グランドコート,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま
2,2146.102,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,ノーマル,あつぞこブーツ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ほのお,こだわりハチマキ,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,たべのこし,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ノーマル,オボンのみ,0980-00,ドオー,,どく,じめん,一般,フェアリー,くろいヘドロ
3,2124.219,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,あく,くちたけん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,こだわりハチマキ,0986-00,アラブルタケ,,くさ,あく,パラドックス,どく,いかさまダイス,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,ゴツゴツメット
6,2120.379,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりハチマキ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,あく,こだわりスカーフ,0980-00,ドオー,,どく,じめん,一般,ノーマル,たべのこし,0594-00,ママンボウ,,みず,,一般,ノーマル,おんみつマント,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,きあいのタスキ,0991-00,テツノツツミ,,こおり,みず,パラドックス,ノーマル,いのちのたま
8,2099.983,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ,0970-00,キラフロル,,いわ,どく,一般,ノーマル,きあいのタスキ,1017-00,オーガポン,みどりのめん,くさ,,準伝説,くさ,いかさまダイス,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,0249-00,ルギア,,エスパー,ひこう,禁止伝説,ノーマル,たべのこし
9,2098.276,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,ノーマル,こだわりハチマキ,0980-00,ドオー,,どく,じめん,一般,ゴースト,たべのこし,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,0823-00,アーマーガア,,ひこう,はがね,一般,みず,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ
10,2091.787,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,エレキシード,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,ブーストエナジー,0472-00,グライオン,,じめん,ひこう,一般,ノーマル,きあいのタスキ,1001-00,チオンジェン,,あく,くさ,準伝説,みず,たべのこし
11,2083.593,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,ノーマル,あつぞこブーツ,0980-00,ドオー,,どく,じめん,一般,ノーマル,オボンのみ,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ
13,2071.192,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,でんき,くちたけん,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0286-00,キノガッサ,,くさ,かくとう,一般,ノーマル,どくどくだま,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット
16,2064.869,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,こだわりスカーフ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ
17,2060.645,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,ゴースト,こだわりスカーフ,0493-00,アルセウス,ノーマルタイプ,ノーマル,,幻,どく,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,こだわりハチマキ,0970-00,キラフロル,,いわ,どく,一般,ゴースト,ふうせん,0748-00,ドヒドイデ,,どく,みず,一般,フェアリー,ゴツゴツメット,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま
18,2060.105,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,はがね,いかさまダイス,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,とつげきチョッキ,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,ひかりのねんど,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ゴースト,こだわりハチマキ
20,2055.754,0493-17,アルセウス,フェアリータイプ,フェアリー,,幻,ほのお,せいれいプレート,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,じめん,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,とけないこおり,0727-00,ガオガエン,,ほのお,あく,一般,くさ,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,ゴツゴツメット
