順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2164.07,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりハチマキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,ノーマル,パワフルハーブ,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,どく,くろいヘドロ,0980-00,ドオー,,どく,じめん,一般,ゴースト,メンタルハーブ
2,2128.469,0970-00,キラフロル,,いわ,どく,一般,ゴースト,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,パンチグローブ,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,どく,くろいヘドロ,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ,0249-00,ルギア,,エスパー,ひこう,禁止伝説,ノーマル,たべのこし,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,はがね,いかさまダイス
3,2125.819,0939-00,ハラバリー,,でんき,,一般,みず,ゴツゴツメット,0382-00,カイオーガ,,みず,,禁止伝説,くさ,とつげきチョッキ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,じめん,たべのこし,0233-00,ポリゴン２,,ノーマル,,一般,フェアリー,しんかのきせき,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,みず,こだわりハチマキ
6,2101.214,0493-00,アルセウス,ノーマルタイプ,ノーマル,,幻,ひこう,ラムのみ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,どく,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,おんみつマント,0212-00,ハッサム,,むし,はがね,一般,ノーマル,ゴツゴツメット
7,2098.786,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,こだわりハチマキ,0493-16,アルセウス,あくタイプ,あく,,幻,どく,こわもてプレート,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0980-00,ドオー,,どく,じめん,一般,ゴースト,くろいヘドロ,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,ひこう,おんみつマント
9,2083.882,1003-00,ディンルー,,あく,じめん,準伝説,でんき,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ
10,2080.021,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ
11,2076.606,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,ゴツゴツメット,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,たべのこし,0980-00,ドオー,,どく,じめん,一般,ノーマル,くろいヘドロ,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0576-00,ゴチルゼル,,エスパー,,一般,ひこう,カゴのみ,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ
21,2036.992,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,じめん,こだわりメガネ,0493-00,アルセウス,ノーマルタイプ,ノーマル,,幻,ほのお,メンタルハーブ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,0970-00,キラフロル,,いわ,どく,一般,フェアリー,レッドカード,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット
22,2036.038,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ドラゴン,こだわりメガネ,0493-17,アルセウス,フェアリータイプ,フェアリー,,幻,ノーマル,せいれいプレート,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,こだわりハチマキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ
