順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2181.308,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま
3,2161.191,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,フェアリー,くちたけん,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,するどいツメ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりスカーフ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,こおり,とつげきチョッキ
6,2146.931,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,かくとう,くちたけん,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん
7,2146.461,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,かくとう,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,みず,きあいのタスキ,0748-00,ドヒドイデ,,どく,みず,一般,はがね,おんみつマント,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,いのちのたま,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,オボンのみ
8,2142.985,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,でんき,たべのこし,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,おんみつマント,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,ブーストエナジー,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,フェアリー,パンチグローブ
9,2142.816,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,こだわりメガネ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,0212-00,ハッサム,,むし,はがね,一般,ひこう,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0903-00,オオニューラ,,かくとう,どく,一般,ステラ,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし
10,2142.548,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,じゃくてんほけん,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,ひかりのねんど,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,パンチグローブ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,とつげきチョッキ
12,2131.528,0382-00,カイオーガ,,みず,,禁止伝説,でんき,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,はがね,メトロノーム,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ノーマル,ジャポのみ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,いのちのたま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット
19,2107.051,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,ゴツゴツメット,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,ふうせん,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,イバンのみ
20,2103.904,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いかさまダイス,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,0901-00,ガチグマ,,じめん,ノーマル,一般,ノーマル,かえんだま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,じめん,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ
22,2100.138,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,0472-00,グライオン,,じめん,ひこう,一般,ノーマル,どくどくだま,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー
25,2095.517,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,ゴツゴツメット,0113-00,ラッキー,,ノーマル,,一般,じめん,しんかのきせき,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,どく,くろいヘドロ,0823-00,アーマーガア,,ひこう,はがね,一般,フェアリー,おんみつマント
26,2092.467,0196-00,エーフィ,,エスパー,,一般,はがね,アッキのみ,0249-00,ルギア,,エスパー,ひこう,禁止伝説,みず,たべのこし,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,とつげきチョッキ,0970-00,キラフロル,,いわ,どく,一般,ゴースト,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,こだわりハチマキ,0472-00,グライオン,,じめん,ひこう,一般,みず,どくどくだま
27,2091.58,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,ゴースト,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,オボンのみ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,フェアリー,パンチグローブ,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,とつげきチョッキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,きあいのタスキ
28,2091.323,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,でんき,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ,0286-00,キノガッサ,,くさ,かくとう,一般,フェアリー,きあいのタスキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,ゴツゴツメット,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,いのちのたま
31,2085.374,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,いかさまダイス,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,じめん,こだわりハチマキ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,くさ,ブーストエナジー,0212-00,ハッサム,,むし,はがね,一般,ノーマル,いのちのたま,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ほのお,レッドカード
32,2083.663,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,とつげきチョッキ,0212-00,ハッサム,,むし,はがね,一般,ノーマル,ゴツゴツメット,0903-00,オオニューラ,,かくとう,どく,一般,かくとう,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,じめん,いのちのたま,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,ゴースト,ブーストエナジー,0450-00,カバルドン,,じめん,,一般,どく,たべのこし
36,2080.417,1003-00,ディンルー,,あく,じめん,準伝説,こおり,オボンのみ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,フェアリー,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,0934-00,キョジオーン,,いわ,,一般,くさ,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ほのお,ゴツゴツメット,0199-01,ヤドキング,ガラルのすがた,どく,エスパー,一般,どく,くろいヘドロ
37,2077.142,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ステラ,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,パンチグローブ
38,2074.744,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,かくとう,きあいのタスキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,シルクのスカーフ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,どく,パンチグローブ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,みず,ゴツゴツメット
40,2071.731,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,じめん,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ほのお,シルクのスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いかさまダイス,0212-00,ハッサム,,むし,はがね,一般,ひこう,こだわりハチマキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,はがね,パンチグローブ,0970-00,キラフロル,,いわ,どく,一般,くさ,ふうせん
42,2066.83,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,とつげきチョッキ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,じめん,くちたけん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0286-00,キノガッサ,,くさ,かくとう,一般,ノーマル,どくどくだま,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりスカーフ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,フェアリー,ゴツゴツメット
43,2065.225,0382-00,カイオーガ,,みず,,禁止伝説,でんき,ジャポのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,シルクのスカーフ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,たべのこし
46,2063.035,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりスカーフ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,パンチグローブ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,とつげきチョッキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ほのお,シルクのスカーフ
47,2061.998,0873-00,モスノウ,,こおり,むし,一般,あく,こだわりメガネ,0637-00,ウルガモス,,むし,ほのお,一般,でんき,エレキシード,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,こだわりスカーフ
