順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2203.506,1002-00,パオジアン,,あく,こおり,準伝説,フェアリー,ゴツゴツメット,0980-00,ドオー,,どく,じめん,一般,みず,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,こだわりスカーフ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,とつげきチョッキ
2,2199.203,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0823-00,アーマーガア,,ひこう,はがね,一般,ほのお,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,こおり,いのちのたま,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,0286-00,キノガッサ,,くさ,かくとう,一般,ほのお,いかさまダイス
3,2193.428,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,こだわりスカーフ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ゴースト,ブーストエナジー,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0991-00,テツノツツミ,,こおり,みず,パラドックス,くさ,きあいのタスキ,1001-00,チオンジェン,,あく,くさ,準伝説,フェアリー,たべのこし,0964-00,イルカマン,ナイーブフォルム,みず,,一般,みず,とつげきチョッキ
4,2190.04,0450-00,カバルドン,,じめん,,一般,はがね,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,ブーストエナジー,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,1004-00,イーユイ,,あく,ほのお,準伝説,フェアリー,とつげきチョッキ
5,2188.19,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,みず,ブーストエナジー,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,1003-00,ディンルー,,あく,じめん,準伝説,でんき,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,あく,こだわりハチマキ
6,2186.399,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,どく,たべのこし,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,オボンのみ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,きあいのタスキ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,フェアリー,こだわりスカーフ
7,2184.982,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりハチマキ,0977-00,ヘイラッシャ,,みず,,一般,じめん,たべのこし,0462-00,ジバコイル,,でんき,はがね,一般,みず,とつげきチョッキ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,おんみつマント,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま
8,2183.854,1003-00,ディンルー,,あく,じめん,準伝説,みず,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,みず,ブーストエナジー,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,1002-00,パオジアン,,あく,こおり,準伝説,フェアリー,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ
9,2182.768,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,こだわりスカーフ,0934-00,キョジオーン,,いわ,,一般,どく,たべのこし
11,2177.364,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,じゃくてんほけん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ
13,2163.564,0448-00,ルカリオ,,かくとう,はがね,一般,はがね,きあいのタスキ,0445-00,ガブリアス,,ドラゴン,じめん,一般,ほのお,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,とつげきチョッキ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,こだわりメガネ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,ブーストエナジー,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま
