順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2152.187,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,ノーマル,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,こだわりハチマキ
2,2130.455,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0980-00,ドオー,,どく,じめん,一般,どく,くろいヘドロ
3,2128.077,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,じめん,くちたけん,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0861-00,オーロンゲ,,あく,フェアリー,一般,じめん,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,あく,パンチグローブ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット
4,2122.228,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,フェアリー,こだわりハチマキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,ノーマル,パワフルハーブ,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし
5,2115.395,0132-00,メタモン,,ノーマル,,一般,ノーマル,きあいのタスキ,0382-00,カイオーガ,,みず,,禁止伝説,でんき,とつげきチョッキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,たべのこし,0861-00,オーロンゲ,,あく,フェアリー,一般,じめん,ひかりのねんど,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス
9,2109.021,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,たべのこし,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,みず,エレキシード,0908-00,マスカーニャ,,くさ,あく,一般,ノーマル,きあいのタスキ,0423-00,トリトドン,にしのうみ,みず,じめん,一般,はがね,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,とけないこおり,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,あく,ブーストエナジー
10,2101.525,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,のろいのおふだ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,エレキシード,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,ひかりのねんど,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,パンチグローブ
11,2097.478,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,たべのこし,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,オボンのみ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,こだわりハチマキ,0970-00,キラフロル,,いわ,どく,一般,ノーマル,ふうせん
12,2088.013,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ほのお,たべのこし,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,ヨプのみ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ノーマル,ゴツゴツメット,0472-00,グライオン,,じめん,ひこう,一般,あく,どくどくだま
17,2066.104,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,ほのお,こだわりメガネ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,みず,ゴツゴツメット,0630-00,バルジーナ,,あく,ひこう,一般,ノーマル,たべのこし,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ノーマル,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ
20,2061.046,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,こだわりメガネ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0970-00,キラフロル,,いわ,どく,一般,フェアリー,パワフルハーブ,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ
23,2057.692,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ほのお,とつげきチョッキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま
28,2045.514,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,ほのお,たべのこし,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,ゴツゴツメット,0132-00,メタモン,,ノーマル,,一般,ノーマル,こだわりスカーフ,0812-00,ゴリランダー,,くさ,,一般,ノーマル,とつげきチョッキ,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ
