順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2208.409,0934-00,キョジオーン,,いわ,,一般,どく,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,みず,ゴツゴツメット,0991-00,テツノツツミ,,こおり,みず,パラドックス,ゴースト,ブーストエナジー,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりスカーフ,0970-00,キラフロル,,いわ,どく,一般,くさ,とつげきチョッキ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ
2,2189.849,0901-00,ガチグマ,,じめん,ノーマル,一般,ゴースト,かえんだま,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,シルクのスカーフ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,0462-00,ジバコイル,,でんき,はがね,一般,フェアリー,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ
4,2178.048,0149-00,カイリュー,,ドラゴン,ひこう,一般,でんき,いのちのたま,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ふうせん,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,くさ,ラムのみ,0991-00,テツノツツミ,,こおり,みず,パラドックス,こおり,こだわりメガネ,0748-00,ドヒドイデ,,どく,みず,一般,どく,くろいヘドロ
6,2169.165,0450-00,カバルドン,,じめん,,一般,はがね,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,でんき,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,おんみつマント
8,2168.382,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,でんき,こだわりメガネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,きあいのタスキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,いのちのたま,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,ブーストエナジー,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,オボンのみ
11,2162.701,0324-00,コータス,,ほのお,,一般,ひこう,だっしゅつパック,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,きあいのタスキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ほのお,いのちのたま
14,2146.856,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,どく,パンチグローブ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ
17,2143.979,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,どく,パンチグローブ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,0983-00,ドドゲザン,,あく,はがね,一般,フェアリー,とつげきチョッキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,くさ,いのちのたま,0901-00,ガチグマ,,じめん,ノーマル,一般,みず,たべのこし
18,2143.165,0894-00,レジエレキ,,でんき,,準伝説,ゴースト,ひかりのねんど,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,どく,パンチグローブ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,おんみつマント,1002-00,パオジアン,,あく,こおり,準伝説,くさ,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー
19,2142.938,0873-00,モスノウ,,こおり,むし,一般,みず,あつぞこブーツ,0637-00,ウルガモス,,むし,ほのお,一般,こおり,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,とつげきチョッキ,0128-03,ケンタロス,パルデアのすがた・ウォーターしゅ,かくとう,みず,一般,みず,ゴツゴツメット,0980-00,ドオー,,どく,じめん,一般,みず,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ふうせん
