順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2248.94,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,ドラゴン,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,ドラゴン,たべのこし,0908-00,マスカーニャ,,くさ,あく,一般,くさ,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0637-00,ウルガモス,,むし,ほのお,一般,ほのお,ゴツゴツメット,0998-00,セグレイブ,,ドラゴン,こおり,一般,はがね,りゅうのキバ
3,2243.416,0936-00,グレンアルマ,,ほのお,エスパー,一般,あく,じゃくてんほけん,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,ゴースト,ナモのみ,0700-00,ニンフィア,,フェアリー,,一般,ほのお,のどスプレー,0373-00,ボーマンダ,,ドラゴン,ひこう,一般,はがね,いのちのたま,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,とつげきチョッキ,0964-00,イルカマン,ナイーブフォルム,みず,,一般,みず,こだわりスカーフ
9,2225.727,0936-00,グレンアルマ,,ほのお,エスパー,一般,あく,じゃくてんほけん,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,ゴースト,ナモのみ,0700-00,ニンフィア,,フェアリー,,一般,ほのお,のどスプレー,0373-00,ボーマンダ,,ドラゴン,ひこう,一般,はがね,いのちのたま,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,とつげきチョッキ,0964-00,イルカマン,ナイーブフォルム,みず,,一般,みず,こだわりスカーフ
10,2224.03,0637-00,ウルガモス,,むし,ほのお,一般,みず,ゴツゴツメット,0908-00,マスカーニャ,,くさ,あく,一般,くさ,いのちのたま,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,サイコシード,0936-00,グレンアルマ,,ほのお,エスパー,一般,エスパー,きあいのタスキ,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,クリアチャーム,0998-00,セグレイブ,,ドラゴン,こおり,一般,フェアリー,いかさまダイス
14,2204.661,0977-00,ヘイラッシャ,,みず,,一般,ひこう,たべのこし,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,みず,こだわりスカーフ,0983-00,ドドゲザン,,あく,はがね,一般,あく,いのちのたま,0925-01,イッカネズミ,４ひきかぞく,ノーマル,,一般,ゴースト,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ
19,2197.725,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,みず,こだわりスカーフ,0908-00,マスカーニャ,,くさ,あく,一般,くさ,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0059-00,ウインディ,,ほのお,,一般,ノーマル,オボンのみ
20,2196.698,0279-00,ペリッパー,,みず,ひこう,一般,ひこう,きあいのタスキ,0419-00,フローゼル,,みず,,一般,みず,こだわりハチマキ,0437-00,ドータクン,,はがね,エスパー,一般,じめん,おんみつマント,0939-00,ハラバリー,,でんき,,一般,でんき,じゃくてんほけん,0591-00,モロバレル,,くさ,どく,一般,あく,だっしゅつボタン,0998-00,セグレイブ,,ドラゴン,こおり,一般,こおり,いのちのたま
23,2192.047,0964-00,イルカマン,ナイーブフォルム,みず,,一般,みず,しんぴのしずく,0908-00,マスカーニャ,,くさ,あく,一般,くさ,こだわりスカーフ,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,いのちのたま,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0983-00,ドドゲザン,,あく,はがね,一般,フェアリー,ラムのみ,0591-00,モロバレル,,くさ,どく,一般,あく,バコウのみ
24,2191.807,0979-00,コノヨザル,,かくとう,ゴースト,一般,かくとう,こだわりスカーフ,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,ゴースト,サイコシード,0936-00,グレンアルマ,,ほのお,エスパー,一般,あく,じゃくてんほけん,0324-00,コータス,,ほのお,,一般,ほのお,こだわりメガネ,0700-00,ニンフィア,,フェアリー,,一般,ほのお,のどスプレー,0475-00,エルレイド,,エスパー,かくとう,一般,はがね,ピントレンズ
29,2187.576,0282-00,サーナイト,,エスパー,フェアリー,一般,フェアリー,こだわりスカーフ,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,クリアチャーム,0925-01,イッカネズミ,４ひきかぞく,ノーマル,,一般,ゴースト,ゴツゴツメット,0134-00,シャワーズ,,みず,,一般,ほのお,たべのこし,0663-00,ファイアロー,,ほのお,ひこう,一般,ひこう,いのちのたま,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ
