順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2246.449,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりハチマキ,0823-00,アーマーガア,,ひこう,はがね,一般,あく,ゴツゴツメット,0260-00,ラグラージ,,みず,じめん,一般,ほのお,オボンのみ
2,2235.23,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりハチマキ,0594-00,ママンボウ,,みず,,一般,ゴースト,とつげきチョッキ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0970-00,キラフロル,,いわ,どく,一般,フェアリー,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりメガネ
3,2211.555,0748-00,ドヒドイデ,,どく,みず,一般,はがね,もちものなし,0242-00,ハピナス,,ノーマル,,一般,かくとう,あつぞこブーツ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,0706-00,ヌメルゴン,,ドラゴン,,一般,フェアリー,カゴのみ
4,2208.11,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,おんみつマント,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,とつげきチョッキ,0815-00,エースバーン,,ほのお,,一般,ほのお,こだわりハチマキ,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりスカーフ,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,ゴースト,ふうせん
5,2204.299,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりスカーフ,0233-00,ポリゴン２,,ノーマル,,一般,どく,しんかのきせき,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,たべのこし,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,どく,くろいヘドロ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,あつぞこブーツ
6,2202.935,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,0823-00,アーマーガア,,ひこう,はがね,一般,あく,おんみつマント,0908-00,マスカーニャ,,くさ,あく,一般,ゴースト,きあいのタスキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,ふうせん,0956-00,クエスパトラ,,エスパー,,一般,ノーマル,オボンのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ
8,2195.815,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,いかさまダイス,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0730-00,アシレーヌ,,みず,フェアリー,一般,ひこう,とつげきチョッキ,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,0128-02,ケンタロス,パルデアのすがた・ブレイズしゅ,かくとう,ほのお,一般,くさ,オボンのみ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,たべのこし
9,2195.409,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,とつげきチョッキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,メンタルハーブ,0903-00,オオニューラ,,かくとう,どく,一般,ゴースト,オボンのみ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,たべのこし,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,かくとう,いのちのたま
10,2194.317,0450-00,カバルドン,,じめん,,一般,みず,さらさらいわ,0530-00,ドリュウズ,,じめん,はがね,一般,ステラ,いのちのたま,0637-00,ウルガモス,,むし,ほのお,一般,くさ,ラムのみ,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,エスパー,こだわりメガネ,0903-00,オオニューラ,,かくとう,どく,一般,こおり,たつじんのおび,0701-00,ルチャブル,,かくとう,ひこう,一般,ひこう,こだわりハチマキ
12,2187.783,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,オボンのみ,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,0998-00,セグレイブ,,ドラゴン,こおり,一般,こおり,いかさまダイス
