順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2103.494,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,ほのお,とつげきチョッキ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,いのちのたま,0981-00,リキキリン,,ノーマル,エスパー,一般,みず,オボンのみ
2,2062.287,1003-00,ディンルー,,あく,じめん,準伝説,ドラゴン,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0212-00,ハッサム,,むし,はがね,一般,ドラゴン,ゴツゴツメット,0977-00,ヘイラッシャ,,みず,,一般,はがね,オボンのみ,0812-00,ゴリランダー,,くさ,,一般,くさ,きせきのタネ
19,1993.417,0983-00,ドドゲザン,,あく,はがね,一般,ドラゴン,くろいメガネ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0373-00,ボーマンダ,,ドラゴン,ひこう,一般,どく,ゴツゴツメット,0485-00,ヒードラン,,ほのお,はがね,準伝説,フェアリー,たべのこし,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ
20,1987.824,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,0488-00,クレセリア,,エスパー,,準伝説,フェアリー,オボンのみ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,おんみつマント,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,きあいのタスキ,0485-00,ヒードラン,,ほのお,はがね,準伝説,どく,もくたん
29,1978.188,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,どく,たべのこし,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0970-00,キラフロル,,いわ,どく,一般,ドラゴン,とつげきチョッキ
37,1952.625,0977-00,ヘイラッシャ,,みず,,一般,どく,たべのこし,0591-00,モロバレル,,くさ,どく,一般,みず,オボンのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,ブーストエナジー,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,たつじんのおび,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0970-00,キラフロル,,いわ,どく,一般,みず,きあいのタスキ
41,1948.162,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ゴースト,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,こだわりハチマキ,1014-00,イイネイヌ,,どく,かくとう,準伝説,みず,とつげきチョッキ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,オボンのみ
50,1941.971,0184-00,マリルリ,,みず,フェアリー,一般,はがね,ゴツゴツメット,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,こだわりハチマキ,0314-00,イルミーゼ,,むし,,一般,ゴースト,おんみつマント,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,こだわりメガネ,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,きあいのタスキ
53,1940.069,1002-00,パオジアン,,あく,こおり,準伝説,どく,いのちのたま,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,とつげきチョッキ,0591-00,モロバレル,,くさ,どく,一般,みず,オボンのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,きあいのタスキ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ひこう,ブーストエナジー,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
58,1933.523,0977-00,ヘイラッシャ,,みず,,一般,どく,ゴツゴツメット,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,はがね,きあいのタスキ,0981-00,リキキリン,,ノーマル,エスパー,一般,みず,ナモのみ,0936-00,グレンアルマ,,ほのお,エスパー,一般,くさ,いのちのたま,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,どく,ぼうじんゴーグル,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,ブーストエナジー
