順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2043.485,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,ものしりメガネ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,くさ,レッドカード,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,ゴツゴツメット,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,1003-00,ディンルー,,あく,じめん,準伝説,どく,たべのこし,0748-00,ドヒドイデ,,どく,みず,一般,ゴースト,メンタルハーブ
2,2035.269,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,おんみつマント,0235-00,ドーブル,,ノーマル,,一般,ゴースト,きあいのタスキ,0727-00,ガオガエン,,ほのお,あく,一般,くさ,ゴツゴツメット,0035-00,ピッピ,,フェアリー,,一般,くさ,しんかのきせき,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ
9,1986.093,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりスカーフ,0383-00,グラードン,,じめん,,禁止伝説,ほのお,こだわりハチマキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,みず,パワフルハーブ,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,くさ,だっしゅつボタン,0189-00,ワタッコ,,くさ,ひこう,一般,みず,おんみつマント,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ
18,1953.43,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0727-00,ガオガエン,,ほのお,あく,一般,みず,ゴツゴツメット,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,とつげきチョッキ,0591-00,モロバレル,,くさ,どく,一般,あく,オボンのみ,0983-00,ドドゲザン,,あく,はがね,一般,みず,ぼうじんゴーグル
24,1948.275,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,ほのお,エレキシード,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,いのちのたま,0727-00,ガオガエン,,ほのお,あく,一般,むし,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,こだわりハチマキ,0547-00,エルフーン,,くさ,フェアリー,一般,ほのお,おんみつマント,0901-00,ガチグマ,,じめん,ノーマル,一般,ゴースト,かえんだま
25,1948.271,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ,0493-17,アルセウス,フェアリータイプ,フェアリー,,幻,みず,せいれいプレート,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,1013-00,ヤバソチャ,ボンサクのすがた,くさ,ゴースト,一般,あく,きあいのタスキ,0727-00,ガオガエン,,ほのお,あく,一般,むし,とつげきチョッキ
52,1907.448,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,あく,こだわりメガネ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,0983-00,ドドゲザン,,あく,はがね,一般,みず,とつげきチョッキ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0727-00,ガオガエン,,ほのお,あく,一般,むし,ゴツゴツメット,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,はがね,おんみつマント
67,1884.547,0493-17,アルセウス,フェアリータイプ,フェアリー,,幻,ドラゴン,せいれいプレート,0727-00,ガオガエン,,ほのお,あく,一般,むし,ゴツゴツメット,1013-00,ヤバソチャ,ボンサクのすがた,くさ,ゴースト,一般,ほのお,きあいのタスキ,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,ノーマル,サイコシード,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん
72,1882.628,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,フェアリー,たべのこし,0727-00,ガオガエン,,ほのお,あく,一般,みず,ぼうじんゴーグル,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,みず,いのちのたま,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,クリアチャーム,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0235-00,ドーブル,,ノーマル,,一般,くさ,きあいのタスキ
73,1882.493,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,ゴースト,こだわりスカーフ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,フェアリー,たべのこし,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,はがね,いのちのたま,0727-00,ガオガエン,,ほのお,あく,一般,みず,ヨプのみ,0132-00,メタモン,,ノーマル,,一般,ノーマル,せんせいのツメ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,きあいのタスキ
