順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2102.639,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,フェアリー,たべのこし,0727-00,ガオガエン,,ほのお,あく,一般,みず,ぼうじんゴーグル,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,みず,いのちのたま,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,クリアチャーム,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0235-00,ドーブル,,ノーマル,,一般,くさ,きあいのタスキ
15,2002.549,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,みず,くちたたて,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ゴースト,ブーストエナジー,0727-00,ガオガエン,,ほのお,あく,一般,みず,ゴツゴツメット
16,2001.794,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,みず,くちたたて,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,いのちのたま,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,とつげきチョッキ,0812-00,ゴリランダー,,くさ,,一般,ほのお,きせきのタネ,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,あく,ブーストエナジー
17,2001.632,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,おんみつマント,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,きあいのタスキ,0727-00,ガオガエン,,ほのお,あく,一般,むし,とつげきチョッキ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ドラゴン,とけないこおり,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,こだわりハチマキ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,ノーマル,いのちのたま
18,2001.419,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,かくとう,くちたたて,1002-00,パオジアン,,あく,こおり,準伝説,ドラゴン,おんみつマント,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いのちのたま,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,ぼうじんゴーグル,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ
22,1991.915,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,あく,きあいのタスキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,ゴツゴツメット,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,いのちのたま,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0983-00,ドドゲザン,,あく,はがね,一般,みず,ぼうじんゴーグル
26,1984.862,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,あく,いのちのたま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,おんみつマント,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,いかずちプレート,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ,0035-00,ピッピ,,フェアリー,,一般,くさ,しんかのきせき
38,1956.271,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ゴースト,くちたたて,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,あく,いのちのたま,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,きあいのタスキ,0573-00,チラチーノ,,ノーマル,,一般,くさ,いかさまダイス,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,おんみつマント,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ
42,1947.593,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0981-00,リキキリン,,ノーマル,エスパー,一般,ほのお,メンタルハーブ,0991-00,テツノツツミ,,こおり,みず,パラドックス,じめん,こだわりメガネ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,クリアチャーム,0800-02,ネクロズマ,あかつきのつばさ,エスパー,ゴースト,禁止伝説,ほのお,じゃくてんほけん
48,1933.778,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,あく,いのちのたま,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,みず,くちたたて,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0727-00,ガオガエン,,ほのお,あく,一般,むし,ゴツゴツメット,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,じしゃく
67,1918.813,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,オボンのみ,0383-00,グラードン,,じめん,,禁止伝説,ほのお,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,じめん,こだわりスカーフ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,いのちのたま,0189-00,ワタッコ,,くさ,ひこう,一般,あく,おうじゃのしるし
68,1918.681,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,みず,くちたたて,1002-00,パオジアン,,あく,こおり,準伝説,みず,とつげきチョッキ,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,あく,ブーストエナジー
76,1916.035,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,じめん,クリアチャーム,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,みず,エレキシード,0873-00,モスノウ,,こおり,むし,一般,ほのお,おんみつマント,0727-00,ガオガエン,,ほのお,あく,一般,くさ,ゴツゴツメット,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,みず,いのちのたま
