順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2137.077,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりハチマキ,0986-00,アラブルタケ,,くさ,あく,パラドックス,ほのお,あつぞこブーツ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,じめん,きあいのタスキ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし
4,2082.8,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,パワフルハーブ,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,こだわりハチマキ,0113-00,ラッキー,,ノーマル,,一般,はがね,しんかのきせき,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0576-00,ゴチルゼル,,エスパー,,一般,じめん,タラプのみ
6,2076.118,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,はがね,たべのこし,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,でんき,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,あく,いのちのたま,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,でんきだま,0594-00,ママンボウ,,みず,,一般,フェアリー,ゴツゴツメット
7,2073.372,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,こおり,いかずちプレート,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ひこう,くちたけん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こぶしのプレート,0934-00,キョジオーン,,いわ,,一般,ひこう,イバンのみ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,でんきだま
8,2068.931,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,とつげきチョッキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,0970-00,キラフロル,,いわ,どく,一般,ノーマル,ふうせん,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0983-00,ドドゲザン,,あく,はがね,一般,ほのお,くろいメガネ
13,2048.449,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,たべのこし,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,ゴツゴツメット,0990-00,テツノワダチ,,じめん,はがね,パラドックス,じめん,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0901-00,ガチグマ,,じめん,ノーマル,一般,みず,かえんだま
15,2038.252,1003-00,ディンルー,,あく,じめん,準伝説,ひこう,アッキのみ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,みず,カムラのみ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,ノーマル,くちたけん,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ノーマル,とつげきチョッキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,でんきだま
17,2036.406,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,たべのこし,0382-00,カイオーガ,,みず,,禁止伝説,ノーマル,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,おんみつマント,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,こだわりハチマキ
18,2029.95,0382-00,カイオーガ,,みず,,禁止伝説,みず,こだわりスカーフ,0890-00,ムゲンダイナ,,どく,ドラゴン,禁止伝説,フェアリー,たべのこし,1003-00,ディンルー,,あく,じめん,準伝説,はがね,とつげきチョッキ,0977-00,ヘイラッシャ,,みず,,一般,じめん,ゴツゴツメット,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ
23,2018.573,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりスカーフ,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,じめん,くちたけん,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ノーマル,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ノーマル,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ
24,2017.656,0382-00,カイオーガ,,みず,,禁止伝説,でんき,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット,0800-01,ネクロズマ,たそがれのたてがみ,エスパー,はがね,禁止伝説,ノーマル,おんみつマント,0980-00,ドオー,,どく,じめん,一般,フェアリー,たべのこし,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ
30,2011.597,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,ゴツゴツメット,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0934-00,キョジオーン,,いわ,,一般,ひこう,たべのこし,0051-00,ダグトリオ,,じめん,,一般,フェアリー,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,どく,くろいヘドロ
