順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
15,1928.471,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,じめん,クリアチャーム,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,みず,エレキシード,0873-00,モスノウ,,こおり,むし,一般,フェアリー,おんみつマント,0727-00,ガオガエン,,ほのお,あく,一般,みず,ゴツゴツメット,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,どく,いのちのたま
16,1923.024,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりメガネ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ゴースト,くちたたて,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0727-00,ガオガエン,,ほのお,あく,一般,むし,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0547-00,エルフーン,,くさ,フェアリー,一般,みず,おんみつマント
24,1917.157,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ドラゴン,くちたたて,1002-00,パオジアン,,あく,こおり,準伝説,じめん,おんみつマント,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,ブーストエナジー,0547-00,エルフーン,,くさ,フェアリー,一般,あく,ゴツゴツメット,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん
69,1860.79,0382-00,カイオーガ,,みず,,禁止伝説,ゴースト,こだわりスカーフ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,フェアリー,クリアチャーム,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,はがね,とつげきチョッキ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,ノーマル,いのちのたま,0981-00,リキキリン,,ノーマル,エスパー,一般,じめん,ゴツゴツメット,0026-00,ライチュウ,,でんき,,一般,ノーマル,きあいのタスキ
77,1859.619,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,あく,きあいのタスキ,0812-00,ゴリランダー,,くさ,,一般,ゴースト,とつげきチョッキ,0861-00,オーロンゲ,,あく,フェアリー,一般,はがね,おんみつマント,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0637-00,ウルガモス,,むし,ほのお,一般,みず,ゴツゴツメット
79,1859.465,0655-00,マフォクシー,,ほのお,エスパー,一般,くさ,エレキシード,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ほのお,たべのこし,0861-00,オーロンゲ,,あく,フェアリー,一般,ノーマル,ひかりのねんど,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,ゴツゴツメット,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,とつげきチョッキ
80,1858.928,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりスカーフ,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0727-00,ガオガエン,,ほのお,あく,一般,みず,ゴツゴツメット,0812-00,ゴリランダー,,くさ,,一般,くさ,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,シルクのスカーフ
87,1857.918,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0383-00,グラードン,,じめん,,禁止伝説,ノーマル,クリアチャーム,0861-00,オーロンゲ,,あく,フェアリー,一般,はがね,おんみつマント,0637-00,ウルガモス,,むし,ほのお,一般,みず,エレキシード,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,ほのお,いのちのたま,0727-00,ガオガエン,,ほのお,あく,一般,くさ,ゴツゴツメット
103,1854.073,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ゴースト,くちたたて,1002-00,パオジアン,,あく,こおり,準伝説,みず,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,シルクのスカーフ,0977-00,ヘイラッシャ,,みず,,一般,じめん,おんみつマント,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,ノーマル,きあいのタスキ
158,1810.614,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,みず,くちたたて,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0637-00,ウルガモス,,むし,ほのお,一般,みず,エレキシード,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど
