順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
3,1994.319,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ,0979-00,コノヨザル,,かくとう,ゴースト,一般,じめん,オボンのみ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,みず,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,こだわりハチマキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ノーマル,おんみつマント
13,1944.748,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,くさ,くちたたて,1002-00,パオジアン,,あく,こおり,準伝説,くさ,おんみつマント,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いのちのたま,1003-00,ディンルー,,あく,じめん,準伝説,どく,たべのこし,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット
16,1936.365,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,パワフルハーブ,0235-00,ドーブル,,ノーマル,,一般,ゴースト,きあいのタスキ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,あく,おんみつマント,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,ゴツゴツメット
23,1928.563,0006-00,リザードン,,ほのお,ひこう,一般,くさ,こだわりスカーフ,0383-00,グラードン,,じめん,,禁止伝説,ほのお,こうかくレンズ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,みず,おんみつマント,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,0727-00,ガオガエン,,ほのお,あく,一般,むし,ゴツゴツメット
53,1876.486,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0727-00,ガオガエン,,ほのお,あく,一般,みず,ゴツゴツメット,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,フェアリー,オボンのみ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,おんみつマント
56,1875.019,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,いのちのたま,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ドラゴン,くちたたて,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0637-00,ウルガモス,,むし,ほのお,一般,みず,ゴツゴツメット,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,みず,ぼうじんゴーグル
63,1871.715,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ゴースト,きあいのタスキ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,みず,たべのこし,0549-01,ドレディア,ヒスイのすがた,くさ,かくとう,一般,ほのお,おんみつマント,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりスカーフ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,みず,いのちのたま,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ
73,1868.272,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0383-00,グラードン,,じめん,,禁止伝説,ノーマル,クリアチャーム,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,ほのお,いのちのたま,0861-00,オーロンゲ,,あく,フェアリー,一般,はがね,おんみつマント,0727-00,ガオガエン,,ほのお,あく,一般,くさ,ゴツゴツメット,0637-00,ウルガモス,,むし,ほのお,一般,ノーマル,エレキシード
87,1861.887,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0383-00,グラードン,,じめん,,禁止伝説,ノーマル,クリアチャーム,0861-00,オーロンゲ,,あく,フェアリー,一般,はがね,おんみつマント,0637-00,ウルガモス,,むし,ほのお,一般,みず,エレキシード,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,ほのお,いのちのたま,0727-00,ガオガエン,,ほのお,あく,一般,くさ,ゴツゴツメット
88,1861.653,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,むし,ゴツゴツメット,0035-00,ピッピ,,フェアリー,,一般,くさ,しんかのきせき,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,きあいのタスキ
