順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2092.373,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,いのちのたま,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ノーマル,クリアチャーム,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,はがね,ブーストエナジー,0035-00,ピッピ,,フェアリー,,一般,じめん,しんかのきせき
2,2039.63,0547-00,エルフーン,,くさ,フェアリー,一般,みず,おんみつマント,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,1010-00,テツノイサハ,,くさ,エスパー,準伝説,ノーマル,いのちのたま,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,とつげきチョッキ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,ほのお,エレキシード
16,1999.885,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ほのお,とつげきチョッキ,0981-00,リキキリン,,ノーマル,エスパー,一般,みず,ゴツゴツメット,1017-00,オーガポン,みどりのめん,くさ,,準伝説,くさ,いかさまダイス,0279-00,ペリッパー,,みず,ひこう,一般,ゴースト,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,こだわりスカーフ
19,1996.323,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ノーマル,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,くさ,こだわりハチマキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,きあいのタスキ,0981-00,リキキリン,,ノーマル,エスパー,一般,はがね,オボンのみ,0279-00,ペリッパー,,みず,ひこう,一般,はがね,おんみつマント
27,1978.541,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,ゴツゴツメット,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,きあいのタスキ
40,1955.528,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,フェアリー,くちたけん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,じしゃく,0812-00,ゴリランダー,,くさ,,一般,ノーマル,とつげきチョッキ,1004-00,イーユイ,,あく,ほのお,準伝説,みず,おんみつマント
82,1927.783,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,でんき,じゃくてんほけん,0161-00,オタチ,,ノーマル,,一般,くさ,きあいのタスキ,0981-00,リキキリン,,ノーマル,エスパー,一般,ドラゴン,オボンのみ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,こだわりハチマキ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,とつげきチョッキ,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん
157,1878.866,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,いのちのたま,0235-00,ドーブル,,ノーマル,,一般,くさ,きあいのタスキ,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,くさ,ゴツゴツメット,0978-01,シャリタツ,たれたすがた,ドラゴン,みず,一般,ドラゴン,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,じめん,たべのこし,0979-00,コノヨザル,,かくとう,ゴースト,一般,はがね,ぼうじんゴーグル
304,1823.258,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,パワフルハーブ,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,おんみつマント,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0035-00,ピッピ,,フェアリー,,一般,みず,しんかのきせき,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,ほのお,ロゼルのみ
391,1806.932,0249-00,ルギア,,エスパー,ひこう,禁止伝説,あく,ピントレンズ,0235-00,ドーブル,,ノーマル,,一般,あく,きあいのタスキ,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,じめん,サイコシード,0973-00,カラミンゴ,,ひこう,かくとう,一般,ステラ,ひかりのこな,0571-01,ゾロアーク,ヒスイのすがた,ノーマル,ゴースト,一般,ステラ,いのちのたま,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,みず,たべのこし
