順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2100.115,1018-00,ブリジュラス,,はがね,ドラゴン,一般,かくとう,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりスカーフ,0279-00,ペリッパー,,みず,ひこう,一般,はがね,ぼうじんゴーグル,0901-00,ガチグマ,,じめん,ノーマル,一般,みず,かえんだま,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,1013-00,ヤバソチャ,ボンサクのすがた,くさ,ゴースト,一般,あく,オボンのみ
6,2030.831,0149-00,カイリュー,,ドラゴン,ひこう,一般,でんき,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,きあいのタスキ,0730-00,アシレーヌ,,みず,フェアリー,一般,みず,こだわりスカーフ,0727-00,ガオガエン,,ほのお,あく,一般,くさ,オボンのみ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,かくとう,おんみつマント,0591-00,モロバレル,,くさ,どく,一般,みず,バコウのみ
20,2005.285,0036-00,ピクシー,,フェアリー,,一般,みず,オボンのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,ふうせん,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,ゴツゴツメット,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,みず,とつげきチョッキ,0903-00,オオニューラ,,かくとう,どく,一般,ステラ,きあいのタスキ
24,1989.635,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0279-00,ペリッパー,,みず,ひこう,一般,くさ,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,たべのこし,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,のどスプレー,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス
25,1988.303,0977-00,ヘイラッシャ,,みず,,一般,でんき,たべのこし,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,きあいのタスキ,0978-01,シャリタツ,たれたすがた,ドラゴン,みず,一般,はがね,こだわりスカーフ,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いかさまダイス,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ
31,1981.643,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,こだわりスカーフ,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ゴースト,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,みず,ものまねハーブ,0903-00,オオニューラ,,かくとう,どく,一般,あく,ふうせん,0823-00,アーマーガア,,ひこう,はがね,一般,ほのお,あおぞらプレート
81,1930.169,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,ステラ,こだわりスカーフ,0923-00,パーモット,,でんき,かくとう,一般,でんき,きあいのタスキ,0663-00,ファイアロー,,ほのお,ひこう,一般,ひこう,おんみつマント,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ
82,1929.724,0903-00,オオニューラ,,かくとう,どく,一般,ゴースト,しろいハーブ,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,ほのお,こだわりスカーフ,0727-00,ガオガエン,,ほのお,あく,一般,フェアリー,とつげきチョッキ,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ほのお,おんみつマント,0149-00,カイリュー,,ドラゴン,ひこう,一般,でんき,いかさまダイス,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,いのちのたま
90,1925.944,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,0977-00,ヘイラッシャ,,みず,,一般,どく,おんみつマント,0233-00,ポリゴン２,,ノーマル,,一般,ひこう,しんかのきせき,0903-00,オオニューラ,,かくとう,どく,一般,ステラ,きあいのタスキ,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,みず,こだわりスカーフ,0901-00,ガチグマ,,じめん,ノーマル,一般,ゴースト,かえんだま
95,1923.682,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,いかさまダイス,0248-00,バンギラス,,いわ,あく,一般,ひこう,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,きあいのタスキ,0823-00,アーマーガア,,ひこう,はがね,一般,ほのお,オボンのみ,0423-00,トリトドン,にしのうみ,みず,じめん,一般,フェアリー,たべのこし,0571-01,ゾロアーク,ヒスイのすがた,ノーマル,ゴースト,一般,ノーマル,いのちのたま
