順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2175.231,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,ゴースト,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,ゴツゴツメット,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ほのお,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,おんみつマント
2,2169.654,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,ラムのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,じゃくてんほけん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0637-00,ウルガモス,,むし,ほのお,一般,みず,あつぞこブーツ
3,2166.536,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,たべのこし,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0823-00,アーマーガア,,ひこう,はがね,一般,ノーマル,オボンのみ,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,フェアリー,こだわりハチマキ,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,こだわりメガネ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,みず,ブーストエナジー
4,2160.201,1003-00,ディンルー,,あく,じめん,準伝説,どく,フィラのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,ラムのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,1004-00,イーユイ,,あく,ほのお,準伝説,フェアリー,こだわりスカーフ
5,2158.155,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0983-00,ドドゲザン,,あく,はがね,一般,みず,オボンのみ,0991-00,テツノツツミ,,こおり,みず,パラドックス,はがね,ブーストエナジー,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,ゴースト,きあいのタスキ,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,とつげきチョッキ
6,2158.111,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,みず,とつげきチョッキ,0591-00,モロバレル,,くさ,どく,一般,みず,だっしゅつパック,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし
7,2155.969,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ,0964-00,イルカマン,ナイーブフォルム,みず,,一般,みず,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ゴースト,きあいのタスキ
8,2155.299,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,1003-00,ディンルー,,あく,じめん,準伝説,みず,たべのこし,0059-00,ウインディ,,ほのお,,一般,ノーマル,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,こだわりスカーフ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,ゴツゴツメット
13,2139.684,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,ブーストエナジー,0991-00,テツノツツミ,,こおり,みず,パラドックス,くさ,きあいのタスキ,0212-00,ハッサム,,むし,はがね,一般,ほのお,オボンのみ,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりスカーフ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,とつげきチョッキ
14,2133.289,1001-00,チオンジェン,,あく,くさ,準伝説,みず,たべのこし,0994-00,テツノドクガ,,ほのお,どく,パラドックス,フェアリー,こだわりスカーフ,0445-00,ガブリアス,,ドラゴン,じめん,一般,ほのお,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0823-00,アーマーガア,,ひこう,はがね,一般,ほのお,オボンのみ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,とつげきチョッキ
15,2131.471,1002-00,パオジアン,,あく,こおり,準伝説,ほのお,くろいメガネ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,1003-00,ディンルー,,あく,じめん,準伝説,みず,たべのこし,0059-00,ウインディ,,ほのお,,一般,ノーマル,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,こだわりスカーフ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,ゴツゴツメット
16,2125.807,1002-00,パオジアン,,あく,こおり,準伝説,フェアリー,こだわりハチマキ,1001-00,チオンジェン,,あく,くさ,準伝説,ほのお,たべのこし,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,ほのお,とつげきチョッキ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,みず,ブーストエナジー,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ
17,2123.617,1002-00,パオジアン,,あく,こおり,準伝説,はがね,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0977-00,ヘイラッシャ,,みず,,一般,どく,たべのこし,0930-00,オリーヴァ,,くさ,ノーマル,一般,ほのお,とつげきチョッキ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,ラムのみ
18,2120.187,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,ブーストエナジー,0991-00,テツノツツミ,,こおり,みず,パラドックス,くさ,きあいのタスキ,0212-00,ハッサム,,むし,はがね,一般,ほのお,オボンのみ,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりスカーフ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,とつげきチョッキ
19,2119.874,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0591-00,モロバレル,,くさ,どく,一般,みず,だっしゅつパック,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,くさ,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりメガネ
20,2119.08,0445-00,ガブリアス,,ドラゴン,じめん,一般,ほのお,こだわりハチマキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,いのちのたま,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,こだわりメガネ,0286-00,キノガッサ,,くさ,かくとう,一般,ほのお,いかさまダイス,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,0934-00,キョジオーン,,いわ,,一般,はがね,おんみつマント
