順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
9,2041.853,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,いのちのたま,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット,0727-00,ガオガエン,,ほのお,あく,一般,くさ,とつげきチョッキ,0488-00,クレセリア,,エスパー,,準伝説,ほのお,メンタルハーブ,0901-00,ガチグマ,,じめん,ノーマル,一般,ドラゴン,かえんだま
10,2041.311,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,きあいのタスキ,0812-00,ゴリランダー,,くさ,,一般,じめん,とつげきチョッキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,おんみつマント,0727-00,ガオガエン,,ほのお,あく,一般,くさ,オボンのみ
183,1915.016,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,ぼうじんゴーグル,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,たべのこし,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ
206,1909.925,0071-00,ウツボット,,くさ,どく,一般,ゴースト,きあいのタスキ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,はがね,おんみつマント,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりスカーフ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,どく,いのちのたま,0981-00,リキキリン,,ノーマル,エスパー,一般,ほのお,ゴツゴツメット
221,1906.81,0547-00,エルフーン,,くさ,フェアリー,一般,はがね,おんみつマント,0970-00,キラフロル,,いわ,どく,一般,くさ,メンタルハーブ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,きあいのタスキ,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,ドラゴン,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし
339,1870.214,0743-00,アブリボン,,むし,フェアリー,一般,フェアリー,きあいのタスキ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,どく,いのちのたま,0727-00,ガオガエン,,ほのお,あく,一般,くさ,オボンのみ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,どく,こだわりハチマキ,0376-00,メタグロス,,はがね,エスパー,一般,フェアリー,とつげきチョッキ
646,1811.43,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,ゴースト,いのちのたま,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,みず,オボンのみ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,ブーストエナジー
719,1805.236,0197-00,ブラッキー,,あく,,一般,どく,ヨプのみ,0925-00,イッカネズミ,３びきかぞく,ノーマル,,一般,ゴースト,きあいのタスキ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ゴースト,こうかくレンズ,0485-00,ヒードラン,,ほのお,はがね,準伝説,フェアリー,シュカのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,とつげきチョッキ
765,1800,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,くさ,サイコシード,0161-00,オタチ,,ノーマル,,一般,くさ,きあいのタスキ,0324-00,コータス,,ほのお,,一般,ほのお,もくたん,0858-00,ブリムオン,,エスパー,フェアリー,一般,エスパー,いのちのたま,0936-00,グレンアルマ,,ほのお,エスパー,一般,くさ,パワフルハーブ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ
786,1798.035,0248-00,バンギラス,,いわ,あく,一般,ひこう,こだわりハチマキ,0530-00,ドリュウズ,,じめん,はがね,一般,ステラ,きあいのタスキ,0373-00,ボーマンダ,,ドラゴン,ひこう,一般,どく,ゴツゴツメット,1014-00,イイネイヌ,,どく,かくとう,準伝説,ひこう,とつげきチョッキ,0823-00,アーマーガア,,ひこう,はがね,一般,ドラゴン,ウイのみ,0591-00,モロバレル,,くさ,どく,一般,どく,オボンのみ
