順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2194.657,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,こだわりスカーフ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0977-00,ヘイラッシャ,,みず,,一般,あく,おんみつマント,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし
2,2164.897,0382-00,カイオーガ,,みず,,禁止伝説,でんき,せんせいのツメ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,パンチグローブ,0576-00,ゴチルゼル,,エスパー,,一般,ゴースト,ふうせん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,ドラゴン,たべのこし,0903-00,オオニューラ,,かくとう,どく,一般,かくとう,ノーマルジュエル
3,2163.665,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,ラムのみ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ノーマル,ブーストエナジー,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,ひかりのねんど,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,どく,オボンのみ,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし
4,2151.143,0250-00,ホウオウ,,ほのお,ひこう,禁止伝説,フェアリー,ゴツゴツメット,0113-00,ラッキー,,ノーマル,,一般,はがね,しんかのきせき,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,0080-00,ヤドラン,,みず,エスパー,一般,はがね,おんみつマント,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,どく,くろいヘドロ
5,2148.844,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ステラ,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,ゴースト,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0730-00,アシレーヌ,,みず,フェアリー,一般,ほのお,ゴツゴツメット,0812-00,ゴリランダー,,くさ,,一般,ノーマル,とつげきチョッキ
6,2143.033,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,ゴツゴツメット,0861-00,オーロンゲ,,あく,フェアリー,一般,ほのお,ひかりのねんど,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,ノーマル,とつげきチョッキ,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,みず,こだわりスカーフ
7,2142.998,0249-00,ルギア,,エスパー,ひこう,禁止伝説,フェアリー,たべのこし,0211-01,ハリーセン,ヒスイのすがた,あく,どく,一般,ひこう,しんかのきせき,0980-00,ドオー,,どく,じめん,一般,はがね,オボンのみ,0911-00,ラウドボーン,,ほのお,ゴースト,一般,どく,バンジのみ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,1002-00,パオジアン,,あく,こおり,準伝説,でんき,こだわりスカーフ
8,2140.649,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,でんき,くちたけん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0149-00,カイリュー,,ドラゴン,ひこう,一般,どく,たべのこし,0977-00,ヘイラッシャ,,みず,,一般,ほのお,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,あく,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ
9,2138.629,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0594-00,ママンボウ,,みず,,一般,どく,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ
10,2135.407,0249-00,ルギア,,エスパー,ひこう,禁止伝説,どく,たべのこし,0132-00,メタモン,,ノーマル,,一般,フェアリー,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ,0970-00,キラフロル,,いわ,どく,一般,ゴースト,レッドカード,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ひこう,こだわりスカーフ,0594-00,ママンボウ,,みず,,一般,くさ,とつげきチョッキ
