順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
15,2030.228,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,きあいのタスキ,1020-00,ウガツホムラ,,ほのお,ドラゴン,準伝説,フェアリー,クリアチャーム,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,はがね,おんみつマント,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ひこう,ラムのみ,0642-00,ボルトロス,けしんフォルム,でんき,ひこう,準伝説,はがね,メンタルハーブ,0324-00,コータス,,ほのお,,一般,くさ,だっしゅつパック
22,2014.643,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,おんみつマント,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,はがね,こだわりスカーフ,0376-00,メタグロス,,はがね,エスパー,一般,じめん,いのちのたま,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,たべのこし
74,1959.456,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ひこう,ブーストエナジー,0970-00,キラフロル,,いわ,どく,一般,みず,パワフルハーブ,0977-00,ヘイラッシャ,,みず,,一般,ゴースト,こだわりハチマキ,0978-02,シャリタツ,のびたすがた,ドラゴン,みず,一般,みず,ぼうじんゴーグル,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,クリアチャーム
120,1927.591,1023-00,テツノカシラ,,はがね,エスパー,準伝説,フェアリー,ブーストエナジー,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0979-00,コノヨザル,,かくとう,ゴースト,一般,どく,とつげきチョッキ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,じめん,きあいのタスキ,0895-00,レジドラゴ,,ドラゴン,,準伝説,はがね,りゅうのキバ,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,ゴツゴツメット
147,1910.497,0488-00,クレセリア,,エスパー,,準伝説,フェアリー,メンタルハーブ,0901-00,ガチグマ,,じめん,ノーマル,一般,ゴースト,かえんだま,0324-00,コータス,,ほのお,,一般,ほのお,もくたん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,ほのお,いのちのたま,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん
153,1909.791,0076-01,ゴローニャ,アローラのすがた,いわ,でんき,一般,くさ,オボンのみ,0279-00,ペリッパー,,みず,ひこう,一般,ゴースト,きあいのタスキ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,はがね,おんみつマント,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,どく,いのちのたま,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,とつげきチョッキ
170,1901.916,0547-00,エルフーン,,くさ,フェアリー,一般,はがね,おんみつマント,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0812-00,ゴリランダー,,くさ,,一般,ほのお,きせきのタネ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,ブーストエナジー,1014-00,イイネイヌ,,どく,かくとう,準伝説,あく,とつげきチョッキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ
285,1860.899,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,みず,おんみつマント,0378-00,レジアイス,,こおり,,準伝説,みず,こだわりメガネ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,どく,オボンのみ
321,1852.654,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,クリアチャーム,0145-01,サンダー,ガラルのすがた,かくとう,ひこう,準伝説,はがね,きあいのタスキ,1013-00,ヤバソチャ,ボンサクのすがた,くさ,ゴースト,一般,みず,メンタルハーブ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,オボンのみ,0485-00,ヒードラン,,ほのお,はがね,準伝説,くさ,とつげきチョッキ
537,1813.408,0869-00,マホイップ,ミルキィバニラ,フェアリー,,一般,ひこう,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,0488-00,クレセリア,,エスパー,,準伝説,ほのお,おんみつマント,0324-00,コータス,,ほのお,,一般,ほのお,ルームサービス,0901-00,ガチグマ,,じめん,ノーマル,一般,くさ,かえんだま
