順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
11,2001.066,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0637-00,ウルガモス,,むし,ほのお,一般,みず,エレキシード,0861-00,オーロンゲ,,あく,フェアリー,一般,じめん,おんみつマント,0727-00,ガオガエン,,ほのお,あく,一般,みず,とつげきチョッキ
13,1989.121,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,くさ,くちたたて,0382-00,カイオーガ,,みず,,禁止伝説,でんき,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0993-00,テツノコウベ,,あく,ひこう,パラドックス,ほのお,ブーストエナジー,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0591-00,モロバレル,,くさ,どく,一般,フェアリー,ゴツゴツメット
16,1986.365,0547-00,エルフーン,,くさ,フェアリー,一般,あく,きあいのタスキ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,おんみつマント,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ほのお,クリアチャーム,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,しんぴのしずく,0727-00,ガオガエン,,ほのお,あく,一般,みず,オボンのみ,0637-00,ウルガモス,,むし,ほのお,一般,くさ,ゴツゴツメット
26,1976.149,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ほのお,くちたたて,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,どく,ブーストエナジー,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,ゴツゴツメット,0464-00,ドサイドン,,じめん,いわ,一般,フェアリー,とつげきチョッキ,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん
34,1968.669,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,クリアチャーム,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,シルクのスカーフ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,おんみつマント,0727-00,ガオガエン,,ほのお,あく,一般,フェアリー,ゴツゴツメット,0812-00,ゴリランダー,,くさ,,一般,あく,とつげきチョッキ
43,1952.441,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,いのちのたま,0663-00,ファイアロー,,ほのお,ひこう,一般,ゴースト,エレキシード,0861-00,オーロンゲ,,あく,フェアリー,一般,あく,おんみつマント,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ
53,1941.34,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,いのちのたま,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いかさまダイス,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,あく,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ゴースト,くちたたて,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,みず,オボンのみ
71,1918.389,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,おんみつマント,0888-00,ザシアン,れきせんのゆうしゃ,フェアリー,,禁止伝説,くさ,くちたけん,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,1013-00,ヤバソチャ,ボンサクのすがた,くさ,ゴースト,一般,みず,ゴツゴツメット,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりスカーフ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん
73,1917.943,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,クリアチャーム,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,みず,いのちのたま,0727-00,ガオガエン,,ほのお,あく,一般,むし,とつげきチョッキ,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,おんみつマント,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,0637-00,ウルガモス,,むし,ほのお,一般,くさ,エレキシード
81,1911.96,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,ゴツゴツメット,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,あく,こだわりスカーフ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,0990-00,テツノワダチ,,じめん,はがね,パラドックス,はがね,いのちのたま,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,とつげきチョッキ,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,ぼうじんゴーグル
155,1858.452,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,あく,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ほのお,くちたたて,1017-00,オーガポン,みどりのめん,くさ,,準伝説,くさ,いかさまダイス,1003-00,ディンルー,,あく,じめん,準伝説,どく,ゴツゴツメット,0977-00,ヘイラッシャ,,みず,,一般,ノーマル,たべのこし,0970-00,キラフロル,,いわ,どく,一般,くさ,とつげきチョッキ
214,1835.684,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,エレキシード,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,みず,パワーリスト,0145-01,サンダー,ガラルのすがた,かくとう,ひこう,準伝説,ノーマル,おんみつマント,1013-00,ヤバソチャ,ボンサクのすがた,くさ,ゴースト,一般,ノーマル,ゴツゴツメット
218,1832.515,0559-00,ズルッグ,,あく,かくとう,一般,どく,しんかのきせき,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,くさ,クリアチャーム,0382-00,カイオーガ,,みず,,禁止伝説,でんき,おんみつマント,0591-00,モロバレル,,くさ,どく,一般,あく,ゴツゴツメット,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0161-00,オタチ,,ノーマル,,一般,くさ,きあいのタスキ
