順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
2,2096.834,0903-00,オオニューラ,,かくとう,どく,一般,いわ,サイコシード,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,みず,ゴツゴツメット,0936-00,グレンアルマ,,ほのお,エスパー,一般,くさ,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,1002-00,パオジアン,,あく,こおり,準伝説,どく,いのちのたま,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,みず,するどいくちばし
4,2059.382,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,こだわりメガネ,1017-01,オーガポン,いどのめん,くさ,みず,準伝説,みず,いどのめん,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,みず,いのちのたま,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ,0488-00,クレセリア,,エスパー,,準伝説,フェアリー,ゴツゴツメット,0901-00,ガチグマ,,じめん,ノーマル,一般,ドラゴン,かえんだま
12,2033.551,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0485-00,ヒードラン,,ほのお,はがね,準伝説,くさ,とつげきチョッキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,ブーストエナジー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0970-00,キラフロル,,いわ,どく,一般,みず,きあいのタスキ
15,2031.838,1000-00,サーフゴー,,はがね,ゴースト,一般,ドラゴン,オボンのみ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ,0356-00,サマヨール,,ゴースト,,一般,フェアリー,しんかのきせき,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0991-00,テツノツツミ,,こおり,みず,パラドックス,ゴースト,ブーストエナジー,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,とつげきチョッキ
16,2031.302,1002-00,パオジアン,,あく,こおり,準伝説,あく,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,しんぴのしずく,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,ブーストエナジー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0812-00,ゴリランダー,,くさ,,一般,ほのお,きせきのタネ
20,2025.545,0642-00,ボルトロス,けしんフォルム,でんき,ひこう,準伝説,みず,こうかくレンズ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,いのちのたま,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ
23,2023.649,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ひこう,ブーストエナジー,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,どく,しずくプレート,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,オボンのみ
29,2016.732,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,はがね,メンタルハーブ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,こだわりメガネ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,ゴツゴツメット,0591-00,モロバレル,,くさ,どく,一般,みず,オボンのみ
34,2010.975,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ひこう,おんみつマント,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0985-00,サケブシッポ,,フェアリー,エスパー,パラドックス,フェアリー,ブーストエナジー,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,どく,グラスシード,1004-00,イーユイ,,あく,ほのお,準伝説,じめん,きあいのタスキ
38,2009.514,0986-00,アラブルタケ,,くさ,あく,パラドックス,ほのお,ブーストエナジー,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,いのちのたま,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,きあいのタスキ,0324-00,コータス,,ほのお,,一般,ほのお,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,とけないこおり
