順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2254.423,0149-00,カイリュー,,ドラゴン,ひこう,一般,みず,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,ふうせん,0998-00,セグレイブ,,ドラゴン,こおり,一般,フェアリー,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,みず,ブーストエナジー
2,2246.804,0998-00,セグレイブ,,ドラゴン,こおり,一般,でんき,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0994-00,テツノドクガ,,ほのお,どく,パラドックス,フェアリー,ブーストエナジー,0934-00,キョジオーン,,いわ,,一般,フェアリー,フィラのみ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,きあいのタスキ
3,2227.781,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,こおり,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,ブーストエナジー,0908-00,マスカーニャ,,くさ,あく,一般,あく,きあいのタスキ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ほのお,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ゴツゴツメット
4,2221.862,0998-00,セグレイブ,,ドラゴン,こおり,一般,こおり,こだわりハチマキ,0977-00,ヘイラッシャ,,みず,,一般,じめん,たべのこし,0994-00,テツノドクガ,,ほのお,どく,パラドックス,くさ,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,ラムのみ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,ブーストエナジー
6,2212.875,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,ブーストエナジー,0994-00,テツノドクガ,,ほのお,どく,パラドックス,みず,イトケのみ,0130-00,ギャラドス,,みず,ひこう,一般,はがね,ゴツゴツメット,0460-00,ユキノオー,,くさ,こおり,一般,こおり,きあいのタスキ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,みず,たべのこし,0983-00,ドドゲザン,,あく,はがね,一般,あく,オボンのみ
7,2211.422,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ほのお,こだわりメガネ,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,ゴースト,きあいのタスキ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,じめん,ブーストエナジー
8,2208.203,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,オボンのみ,0637-00,ウルガモス,,むし,ほのお,一般,みず,あつぞこブーツ,0991-00,テツノツツミ,,こおり,みず,パラドックス,フェアリー,たべのこし,0635-00,サザンドラ,,あく,ドラゴン,一般,ほのお,ラムのみ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0184-00,マリルリ,,みず,フェアリー,一般,みず,とつげきチョッキ
9,2207.251,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,たべのこし,0930-00,オリーヴァ,,くさ,ノーマル,一般,どく,とつげきチョッキ,0970-00,キラフロル,,いわ,どく,一般,あく,ふうせん,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,こだわりスカーフ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ひこう,ブーストエナジー,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ
10,2205.595,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ほのお,こだわりスカーフ,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,いかさまダイス,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,ラムのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たつじんのおび,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,0914-00,ウェーニバル,,みず,かくとう,一般,みず,きあいのタスキ
11,2204.115,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,フェアリー,たべのこし,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,こだわりメガネ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ゴツゴツメット,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,とつげきチョッキ,0908-00,マスカーニャ,,くさ,あく,一般,こおり,きあいのタスキ,0980-00,ドオー,,どく,じめん,一般,ノーマル,オボンのみ
