順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
7,2015.893,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,くさ,しんぴのしずく,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,とつげきチョッキ,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,ゴツゴツメット,0991-00,テツノツツミ,,こおり,みず,パラドックス,ゴースト,ブーストエナジー,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ
21,1965.21,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0244-00,エンテイ,,ほのお,,準伝説,くさ,こだわりハチマキ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,とつげきチョッキ,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,はがね,こだわりメガネ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,ブーストエナジー,0812-00,ゴリランダー,,くさ,,一般,ほのお,オボンのみ
27,1955.711,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,ブーストエナジー,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,きあいのタスキ,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0591-00,モロバレル,,くさ,どく,一般,みず,メンタルハーブ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,ゴースト,いのちのたま
29,1954.051,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ドラゴン,ブーストエナジー,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,はがね,しんぴのしずく,1002-00,パオジアン,,あく,こおり,準伝説,くさ,きあいのタスキ,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,オボンのみ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,みず,ぼうじんゴーグル
45,1923.404,1001-00,チオンジェン,,あく,くさ,準伝説,ほのお,とつげきチョッキ,0700-00,ニンフィア,,フェアリー,,一般,みず,こだわりメガネ,0903-00,オオニューラ,,かくとう,どく,一般,くさ,オボンのみ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,ブーストエナジー,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ドラゴン,ゴツゴツメット,0279-00,ペリッパー,,みず,ひこう,一般,はがね,ぼうじんゴーグル
46,1923.358,1020-00,ウガツホムラ,,ほのお,ドラゴン,準伝説,フェアリー,ブーストエナジー,0812-00,ゴリランダー,,くさ,,一般,ゴースト,みどりのプレート,0983-00,ドドゲザン,,あく,はがね,一般,フェアリー,とつげきチョッキ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,みず,いのちのたま,0591-00,モロバレル,,くさ,どく,一般,みず,メンタルハーブ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,たべのこし
69,1909.608,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ようせいのハネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,いのちのたま,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,メンタルハーブ,0727-00,ガオガエン,,ほのお,あく,一般,ノーマル,とつげきチョッキ,0591-00,モロバレル,,くさ,どく,一般,みず,オボンのみ
84,1903.198,0279-00,ペリッパー,,みず,ひこう,一般,くさ,しめったいわ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,むし,とつげきチョッキ,0230-00,キングドラ,,みず,ドラゴン,一般,みず,いのちのたま,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,くさ,こだわりハチマキ,0779-00,ハギギシリ,,みず,エスパー,一般,ステラ,きあいのタスキ,0642-00,ボルトロス,けしんフォルム,でんき,ひこう,準伝説,はがね,オボンのみ
85,1902.851,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,じめん,きあいのタスキ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,どく,こだわりハチマキ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,はがね,いのちのたま,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,0981-00,リキキリン,,ノーマル,エスパー,一般,ほのお,オボンのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,ブーストエナジー
89,1901.724,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,ほのお,おんみつマント,0324-00,コータス,,ほのお,,一般,くさ,もくたん,0727-00,ガオガエン,,ほのお,あく,一般,くさ,とつげきチョッキ,0591-00,モロバレル,,くさ,どく,一般,みず,オボンのみ
