順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2067.763,0547-00,エルフーン,,くさ,フェアリー,一般,はがね,おんみつマント,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,いのちのたま,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,かくとう,とつげきチョッキ,0279-00,ペリッパー,,みず,ひこう,一般,はがね,ジャポのみ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ゴースト,きあいのタスキ
7,2011.961,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0925-00,イッカネズミ,３びきかぞく,ノーマル,,一般,ゴースト,こうかくレンズ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ゴースト,きあいのタスキ,0979-00,コノヨザル,,かくとう,ゴースト,一般,みず,オボンのみ
9,2009.395,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,いのちのたま,0812-00,ゴリランダー,,くさ,,一般,じめん,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,みず,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,みず,シルクのスカーフ,0979-00,コノヨザル,,かくとう,ゴースト,一般,ステラ,きあいのタスキ
23,1964.416,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,0925-00,イッカネズミ,３びきかぞく,ノーマル,,一般,ゴースト,おんみつマント,0279-00,ペリッパー,,みず,ひこう,一般,はがね,パワーレンズ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,みず,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス
29,1958.698,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0257-00,バシャーモ,,ほのお,かくとう,一般,ほのお,きあいのタスキ,0730-00,アシレーヌ,,みず,フェアリー,一般,フェアリー,こだわりメガネ,0125-00,エレブー,,でんき,,一般,ゴースト,しんかのきせき,0998-00,セグレイブ,,ドラゴン,こおり,一般,ゴースト,いかさまダイス
38,1932.102,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,こだわりハチマキ,0663-00,ファイアロー,,ほのお,ひこう,一般,ステラ,おんみつマント,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ステラ,きあいのタスキ,0936-00,グレンアルマ,,ほのお,エスパー,一般,かくとう,いのちのたま,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,みず,オボンのみ
43,1916.624,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,オボンのみ,0637-00,ウルガモス,,むし,ほのお,一般,ほのお,こだわりスカーフ,0571-01,ゾロアーク,ヒスイのすがた,ノーマル,ゴースト,一般,フェアリー,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,とつげきチョッキ
72,1907.611,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,こだわりハチマキ,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ほのお,とけないこおり,0815-00,エースバーン,,ほのお,,一般,ゴースト,きあいのタスキ,0715-00,オンバーン,,ひこう,ドラゴン,一般,はがね,おんみつマント,0962-00,オトシドリ,,ひこう,あく,一般,ゴースト,いかさまダイス
74,1906.873,0445-00,ガブリアス,,ドラゴン,じめん,一般,ゴースト,とつげきチョッキ,0701-00,ルチャブル,,かくとう,ひこう,一般,ゴースト,きあいのタスキ,0812-00,ゴリランダー,,くさ,,一般,ほのお,きせきのタネ,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし,0983-00,ドドゲザン,,あく,はがね,一般,ひこう,くろいメガネ,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,オボンのみ
76,1906.428,0925-00,イッカネズミ,３びきかぞく,ノーマル,,一般,ゴースト,こうかくレンズ,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,たべのこし,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ドラゴン,とつげきチョッキ,1013-00,ヤバソチャ,ボンサクのすがた,くさ,ゴースト,一般,みず,だっしゅつボタン,0423-00,トリトドン,にしのうみ,みず,じめん,一般,どく,オボンのみ,0302-00,ヤミラミ,,あく,ゴースト,一般,はがね,ひかりのねんど
