順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
5,2086.519,0035-00,ピッピ,,フェアリー,,一般,くさ,しんかのきせき,0235-00,ドーブル,,ノーマル,,一般,ゴースト,きあいのタスキ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,オボンのみ,0727-00,ガオガエン,,ほのお,あく,一般,みず,ぼうじんゴーグル,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,かくとう,こだわりスカーフ
8,2075.794,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,いのちのたま,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ゴースト,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,しんぴのしずく,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,じしゃく,0812-00,ゴリランダー,,くさ,,一般,くさ,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,みず,バンジのみ
13,2047.588,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,くさ,くちたたて,1003-00,ディンルー,,あく,じめん,準伝説,みず,とつげきチョッキ,0244-00,エンテイ,,ほのお,,準伝説,ノーマル,ぼうじんゴーグル,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ,0591-00,モロバレル,,くさ,どく,一般,みず,メンタルハーブ
17,2041.092,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,たべのこし,0035-00,ピッピ,,フェアリー,,一般,くさ,しんかのきせき,0727-00,ガオガエン,,ほのお,あく,一般,フェアリー,オボンのみ,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,ぼうじんゴーグル,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,とつげきチョッキ
19,2039.635,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,パワフルハーブ,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,ゴツゴツメット,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,どく,いのちのたま,0989-00,スナノケガワ,,でんき,じめん,パラドックス,じめん,ブーストエナジー,0908-00,マスカーニャ,,くさ,あく,一般,くさ,こだわりスカーフ
39,2009.743,0547-00,エルフーン,,くさ,フェアリー,一般,はがね,バコウのみ,0382-00,カイオーガ,,みず,,禁止伝説,くさ,たべのこし,0894-00,レジエレキ,,でんき,,準伝説,ゴースト,ひかりのねんど,0727-00,ガオガエン,,ほのお,あく,一般,みず,オボンのみ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,きあいのタスキ
44,2006.456,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,きあいのタスキ,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,あく,おんみつマント,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,0812-00,ゴリランダー,,くさ,,一般,くさ,いのちのたま,0035-00,ピッピ,,フェアリー,,一般,フェアリー,しんかのきせき
45,2004.833,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,こおり,こだわりハチマキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0279-00,ペリッパー,,みず,ひこう,一般,じめん,きあいのタスキ,0981-00,リキキリン,,ノーマル,エスパー,一般,ドラゴン,ぼうじんゴーグル,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,ブーストエナジー
46,2004.574,0382-00,カイオーガ,,みず,,禁止伝説,はがね,いのちのたま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,ブーストエナジー,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,きあいのタスキ,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0591-00,モロバレル,,くさ,どく,一般,みず,メンタルハーブ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,あく,おんみつマント
62,1979.356,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,おんみつマント,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0035-00,ピッピ,,フェアリー,,一般,くさ,しんかのきせき,0547-00,エルフーン,,くさ,フェアリー,一般,みず,バコウのみ,0637-00,ウルガモス,,むし,ほのお,一般,みず,たべのこし,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,きあいのタスキ
