順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
2,2060.021,0979-00,コノヨザル,,かくとう,ゴースト,一般,はがね,オボンのみ,0727-00,ガオガエン,,ほのお,あく,一般,くさ,ぼうじんゴーグル,0233-00,ポリゴン２,,ノーマル,,一般,ひこう,しんかのきせき,0901-00,ガチグマ,,じめん,ノーマル,一般,フェアリー,かえんだま,1000-00,サーフゴー,,はがね,ゴースト,一般,ドラゴン,いのちのたま,0149-00,カイリュー,,ドラゴン,ひこう,一般,ゴースト,いかさまダイス
19,1970.291,0873-00,モスノウ,,こおり,むし,一般,みず,たべのこし,0637-00,ウルガモス,,むし,ほのお,一般,はがね,ゴツゴツメット,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ゴースト,いのちのたま,0445-00,ガブリアス,,ドラゴン,じめん,一般,ほのお,クリアチャーム,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,オボンのみ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ
22,1966.33,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,オボンのみ,0936-00,グレンアルマ,,ほのお,エスパー,一般,くさ,じゃくてんほけん,0324-00,コータス,,ほのお,,一般,ほのお,もくたん,0925-00,イッカネズミ,３びきかぞく,ノーマル,,一般,ゴースト,こうかくレンズ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,むし,パワフルハーブ,0979-00,コノヨザル,,かくとう,ゴースト,一般,じめん,こだわりスカーフ
29,1958.796,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,かくとう,きあいのタスキ,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ゴースト,おんみつマント,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,オボンのみ,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,ぼうじんゴーグル,0812-00,ゴリランダー,,くさ,,一般,ほのお,きせきのタネ
49,1916.78,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,きあいのタスキ,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,いのちのたま,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,のどスプレー,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ゴースト,とつげきチョッキ
75,1903.434,0979-00,コノヨザル,,かくとう,ゴースト,一般,みず,たべのこし,0925-00,イッカネズミ,３びきかぞく,ノーマル,,一般,ゴースト,ぼうじんゴーグル,1013-00,ヤバソチャ,ボンサクのすがた,くさ,ゴースト,一般,みず,だっしゅつボタン,0861-00,オーロンゲ,,あく,フェアリー,一般,はがね,ひかりのねんど,0727-00,ガオガエン,,ほのお,あく,一般,みず,とつげきチョッキ,0547-00,エルフーン,,くさ,フェアリー,一般,みず,おんみつマント
78,1903.034,0149-00,カイリュー,,ドラゴン,ひこう,一般,ゴースト,いかさまダイス,0901-00,ガチグマ,,じめん,ノーマル,一般,ゴースト,かえんだま,1018-00,ブリジュラス,,はがね,ドラゴン,一般,むし,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,0279-00,ペリッパー,,みず,ひこう,一般,はがね,いのちのたま,1013-00,ヤバソチャ,ボンサクのすがた,くさ,ゴースト,一般,ほのお,オボンのみ
87,1900.92,0233-00,ポリゴン２,,ノーマル,,一般,じめん,しんかのきせき,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット,0727-00,ガオガエン,,ほのお,あく,一般,くさ,オボンのみ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ドラゴン,とつげきチョッキ,0376-00,メタグロス,,はがね,エスパー,一般,じめん,いのちのたま
88,1900.919,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,いのちのたま,0663-00,ファイアロー,,ほのお,ひこう,一般,みず,ゴツゴツメット,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりメガネ,0248-00,バンギラス,,いわ,あく,一般,ひこう,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,かくとう,いかさまダイス,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ゴースト,シルクのスカーフ
91,1900.616,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,でんき,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いかさまダイス,1000-00,サーフゴー,,はがね,ゴースト,一般,ドラゴン,こだわりスカーフ,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,オボンのみ,0941-00,タイカイデン,,でんき,ひこう,一般,フェアリー,きあいのタスキ
98,1896.384,0901-00,ガチグマ,,じめん,ノーマル,一般,ドラゴン,かえんだま,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,いのちのたま,0727-00,ガオガエン,,ほのお,あく,一般,くさ,とつげきチョッキ,0571-01,ゾロアーク,ヒスイのすがた,ノーマル,ゴースト,一般,フェアリー,きあいのタスキ,0981-00,リキキリン,,ノーマル,エスパー,一般,ほのお,メンタルハーブ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,ぼうじんゴーグル
134,1859.923,0186-00,ニョロトノ,,みず,,一般,はがね,こだわりメガネ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,むし,とつげきチョッキ,0706-01,ヌメルゴン,ヒスイのすがた,はがね,ドラゴン,一般,ひこう,するどいツメ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ピントレンズ,0373-00,ボーマンダ,,ドラゴン,ひこう,一般,はがね,おんみつマント,0553-00,ワルビアル,,じめん,あく,一般,どく,こだわりスカーフ
138,1857.676,0087-00,ジュゴン,,みず,こおり,一般,フェアリー,おんみつマント,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,いかさまダイス,0576-00,ゴチルゼル,,エスパー,,一般,あく,たべのこし,0094-00,ゲンガー,,ゴースト,どく,一般,あく,きあいのタスキ,0812-00,ゴリランダー,,くさ,,一般,くさ,きせきのタネ,0727-00,ガオガエン,,ほのお,あく,一般,みず,とつげきチョッキ
140,1856.605,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,はがね,きあいのタスキ,0637-00,ウルガモス,,むし,ほのお,一般,くさ,おんみつマント,0302-00,ヤミラミ,,あく,ゴースト,一般,ゴースト,ひかりのねんど,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,とつげきチョッキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,くさ,たべのこし,0089-01,ベトベトン,アローラのすがた,どく,あく,一般,ひこう,シュカのみ
168,1840.561,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,とつげきチョッキ,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,エスパー,きあいのタスキ,0936-00,グレンアルマ,,ほのお,エスパー,一般,あく,じゃくてんほけん,0903-00,オオニューラ,,かくとう,どく,一般,あく,サイコシード,0547-00,エルフーン,,くさ,フェアリー,一般,はがね,ヤタピのみ,0979-00,コノヨザル,,かくとう,ゴースト,一般,いわ,こだわりスカーフ
240,1811.495,0903-00,オオニューラ,,かくとう,どく,一般,ひこう,グラスシード,0812-00,ゴリランダー,,くさ,,一般,ほのお,みどりのプレート,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,オボンのみ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,かくとう,おんみつマント,0149-00,カイリュー,,ドラゴン,ひこう,一般,こおり,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,きあいのタスキ
241,1811.48,0936-00,グレンアルマ,,ほのお,エスパー,一般,エスパー,じゃくてんほけん,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,ゴツゴツメット,0279-00,ペリッパー,,みず,ひこう,一般,ステラ,こだわりスカーフ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,0903-00,オオニューラ,,かくとう,どく,一般,ステラ,サイコシード,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,クリアチャーム
262,1808.509,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,たべのこし,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,みず,おんみつマント,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,こおり,きあいのタスキ,0128-03,ケンタロス,パルデアのすがた・ウォーターしゅ,かくとう,みず,一般,くさ,ものまねハーブ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,オボンのみ
352,1786.896,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,きあいのタスキ,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,こだわりスカーフ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,とつげきチョッキ,0279-00,ペリッパー,,みず,ひこう,一般,はがね,おんみつマント,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス
385,1779.681,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,やわらかいすな,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,パワフルハーブ,0198-00,ヤミカラス,,あく,ひこう,一般,ゴースト,しんかのきせき,0297-00,ハリテヤマ,,かくとう,,一般,エスパー,とつげきチョッキ,0730-00,アシレーヌ,,みず,フェアリー,一般,フェアリー,ようせいのハネ
409,1774.967,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,たべのこし,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,オボンのみ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ほのお,こだわりメガネ,0970-00,キラフロル,,いわ,どく,一般,ステラ,きあいのタスキ
