順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
4,2078.629,0547-00,エルフーン,,くさ,フェアリー,一般,みず,おんみつマント,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,フェアリー,こだわりメガネ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,とつげきチョッキ,0981-00,リキキリン,,ノーマル,エスパー,一般,みず,エレキシード
5,2066.784,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,フェアリー,おんみつマント,0035-00,ピッピ,,フェアリー,,一般,くさ,しんかのきせき,0727-00,ガオガエン,,ほのお,あく,一般,くさ,ゴツゴツメット,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ
7,2056.812,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,あく,おんみつマント,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,たべのこし,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,ひかりのねんど,0035-00,ピッピ,,フェアリー,,一般,はがね,しんかのきせき
14,2014.828,0925-00,イッカネズミ,３びきかぞく,ノーマル,,一般,みず,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,0792-00,ルナアーラ,,エスパー,ゴースト,禁止伝説,フェアリー,パワフルハーブ,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0279-00,ペリッパー,,みず,ひこう,一般,くさ,オボンのみ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,はがね,こだわりスカーフ
18,2012.624,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,こだわりメガネ,0547-00,エルフーン,,くさ,フェアリー,一般,フェアリー,きあいのタスキ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ステラ,こだわりハチマキ,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,ゴツゴツメット,0637-00,ウルガモス,,むし,ほのお,一般,みず,ぼうじんゴーグル,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん
22,2011.507,0383-00,グラードン,,じめん,,禁止伝説,ほのお,クリアチャーム,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,いのちのたま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,こだわりメガネ,0637-00,ウルガモス,,むし,ほのお,一般,みず,オボンのみ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ
24,2009.009,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いかさまダイス,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,おんみつマント,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,いのちのたま,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,みず,こだわりハチマキ,0895-00,レジドラゴ,,ドラゴン,,準伝説,ドラゴン,くろいてっきゅう
26,2008.119,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ドラゴン,おんみつマント,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりメガネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,きあいのタスキ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,いのちのたま,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,ぼうじんゴーグル
28,2006.54,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,サイコシード,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,みず,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,ステラ,こだわりスカーフ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,はがね,おんみつマント,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,どく,こだわりハチマキ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,オボンのみ
40,1983.332,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,たべのこし,0727-00,ガオガエン,,ほのお,あく,一般,くさ,オボンのみ,0591-00,モロバレル,,くさ,どく,一般,みず,オッカのみ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,きあいのタスキ,0812-00,ゴリランダー,,くさ,,一般,ノーマル,とつげきチョッキ,0035-00,ピッピ,,フェアリー,,一般,フェアリー,しんかのきせき
42,1975.312,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,みず,くちたたて,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0812-00,ゴリランダー,,くさ,,一般,みず,きせきのタネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ
58,1949.621,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ドラゴン,おんみつマント,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,こだわりハチマキ,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,くさ,サイコシード,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,とつげきチョッキ,0389-00,ドダイトス,,くさ,じめん,一般,ステラ,いかさまダイス,0161-00,オタチ,,ノーマル,,一般,くさ,きあいのタスキ
61,1948.622,1017-02,オーガポン,かまどのめん,くさ,ほのお,準伝説,ほのお,かまどのめん,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,きあいのタスキ,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,パワフルハーブ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,くさ,いのちのたま,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,フェアリー,ゴツゴツメット,0989-00,スナノケガワ,,でんき,じめん,パラドックス,ステラ,ブーストエナジー
76,1938.636,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット,0979-00,コノヨザル,,かくとう,ゴースト,一般,くさ,こだわりスカーフ,0235-00,ドーブル,,ノーマル,,一般,くさ,きあいのタスキ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ドラゴン,クリアチャーム,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,こだわりハチマキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,いのちのたま
94,1923.669,0977-00,ヘイラッシャ,,みず,,一般,どく,たべのこし,1003-00,ディンルー,,あく,じめん,準伝説,みず,とつげきチョッキ,0637-00,ウルガモス,,むし,ほのお,一般,ドラゴン,ぼうじんゴーグル,0812-00,ゴリランダー,,くさ,,一般,みず,きせきのタネ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ドラゴン,くちたたて
104,1915.508,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,あく,おんみつマント,0382-00,カイオーガ,,みず,,禁止伝説,みず,しんぴのしずく,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,あく,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0763-00,アマージョ,,くさ,,一般,こおり,こうかくレンズ
121,1910.761,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,いのちのたま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,いかずちプレート,0812-00,ゴリランダー,,くさ,,一般,ほのお,とつげきチョッキ,0727-00,ガオガエン,,ほのお,あく,一般,くさ,こだわりハチマキ
124,1908.457,0977-00,ヘイラッシャ,,みず,,一般,ドラゴン,たべのこし,0978-02,シャリタツ,のびたすがた,ドラゴン,みず,一般,じめん,こだわりスカーフ,0110-00,マタドガス,,どく,,一般,ノーマル,オボンのみ,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,くさ,きあいのタスキ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ひこう,ブーストエナジー,0488-00,クレセリア,,エスパー,,準伝説,はがね,ぼうじんゴーグル
127,1906.477,0196-00,エーフィ,,エスパー,,一般,じめん,こだわりスカーフ,1024-00,テラパゴス,ノーマルフォルム,ノーマル,,禁止伝説,ステラ,おんみつマント,0035-00,ピッピ,,フェアリー,,一般,フェアリー,しんかのきせき,0812-00,ゴリランダー,,くさ,,一般,くさ,とつげきチョッキ,0861-00,オーロンゲ,,あく,フェアリー,一般,あく,ひかりのねんど,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ
131,1903.393,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,フェアリー,くちたたて,1002-00,パオジアン,,あく,こおり,準伝説,ステラ,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0279-00,ペリッパー,,みず,ひこう,一般,くさ,ゴツゴツメット,0991-00,テツノツツミ,,こおり,みず,パラドックス,ゴースト,ブーストエナジー,0591-00,モロバレル,,くさ,どく,一般,フェアリー,オボンのみ
213,1856.263,0646-01,キュレム,ホワイトキュレム,ドラゴン,こおり,禁止伝説,どく,とつげきチョッキ,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ゴースト,ひかりのねんど,0637-00,ウルガモス,,むし,ほのお,一般,みず,ゴツゴツメット,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,きあいのタスキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,こだわりハチマキ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ノーマル,メンタルハーブ
398,1811.417,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,きあいのタスキ,1007-00,コライドン,,かくとう,ドラゴン,禁止伝説,ほのお,おんみつマント,1009-00,ウネルミナモ,,みず,ドラゴン,準伝説,ほのお,いのちのたま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ようせいのハネ,0324-00,コータス,,ほのお,,一般,ひこう,たべのこし,0986-00,アラブルタケ,,くさ,あく,パラドックス,みず,クリアチャーム
