順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
5,2112.504,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ゴースト,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,どく,こだわりハチマキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,いわ,こだわりスカーフ,0991-00,テツノツツミ,,こおり,みず,パラドックス,ゴースト,ブーストエナジー,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ
11,2093.093,0894-00,レジエレキ,,でんき,,準伝説,ノーマル,いのちのたま,0895-00,レジドラゴ,,ドラゴン,,準伝説,はがね,りゅうのキバ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ゴースト,オボンのみ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,ぼうじんゴーグル,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,きあいのタスキ,0981-00,リキキリン,,ノーマル,エスパー,一般,くさ,のどスプレー
15,2065.493,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,はがね,おんみつマント,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,ゴースト,きあいのタスキ,0485-00,ヒードラン,,ほのお,はがね,準伝説,フェアリー,いのちのたま,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,とつげきチョッキ,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット
60,2005.889,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,きあいのタスキ,0324-00,コータス,,ほのお,,一般,くさ,とつげきチョッキ,0927-00,バウッツェル,,フェアリー,,一般,はがね,たべのこし,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,ブーストエナジー,0437-00,ドータクン,,はがね,エスパー,一般,みず,メンタルハーブ
66,2001.61,1002-00,パオジアン,,あく,こおり,準伝説,あく,こだわりハチマキ,0779-00,ハギギシリ,,みず,エスパー,一般,エスパー,こだわりスカーフ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,きあいのタスキ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,くさ,とつげきチョッキ,0591-00,モロバレル,,くさ,どく,一般,みず,フィラのみ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,せいれいプレート
77,1982.095,0978-01,シャリタツ,たれたすがた,ドラゴン,みず,一般,ゴースト,こだわりスカーフ,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,0485-00,ヒードラン,,ほのお,はがね,準伝説,フェアリー,ゴツゴツメット,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ
80,1980.882,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ゴースト,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0991-00,テツノツツミ,,こおり,みず,パラドックス,ゴースト,ブーストエナジー,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,どく,こだわりハチマキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,いわ,こだわりスカーフ,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ
96,1968.117,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,みず,とつげきチョッキ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,はがね,おんみつマント,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,0049-00,モルフォン,,むし,どく,一般,みず,ゴツゴツメット,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,はがね,いのちのたま,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ
98,1966.721,0700-00,ニンフィア,,フェアリー,,一般,みず,こだわりメガネ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0977-00,ヘイラッシャ,,みず,,一般,くさ,とつげきチョッキ,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,はがね,せんせいのツメ
167,1908.786,0302-00,ヤミラミ,,あく,ゴースト,一般,くさ,ロゼルのみ,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,フェアリー,きあいのタスキ,0973-00,カラミンゴ,,ひこう,かくとう,一般,ひこう,もちものなし,0700-00,ニンフィア,,フェアリー,,一般,みず,オボンのみ,0904-00,ハリーマン,,あく,どく,一般,みず,たべのこし,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,みず,しらたま
