順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
3,2046.792,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,ドラゴン,くちたたて,1002-00,パオジアン,,あく,こおり,準伝説,みず,とつげきチョッキ,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,でんき,ブーストエナジー,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,ぼうじんゴーグル
16,1986.941,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,みず,くちたたて,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,いわ,いのちのたま,1021-00,タケルライコ,,でんき,ドラゴン,準伝説,フェアリー,とつげきチョッキ,0812-00,ゴリランダー,,くさ,,一般,ほのお,きせきのタネ,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,あく,ブーストエナジー
18,1984.545,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,とつげきチョッキ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,ほのお,クリアチャーム,0861-00,オーロンゲ,,あく,フェアリー,一般,ゴースト,おんみつマント,0973-00,カラミンゴ,,ひこう,かくとう,一般,ゴースト,きあいのタスキ,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0637-00,ウルガモス,,むし,ほのお,一般,ドラゴン,エレキシード
38,1953.342,0382-00,カイオーガ,,みず,,禁止伝説,フェアリー,とつげきチョッキ,0812-00,ゴリランダー,,くさ,,一般,ノーマル,きせきのタネ,1002-00,パオジアン,,あく,こおり,準伝説,こおり,きあいのタスキ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,くさ,くちたたて,0591-00,モロバレル,,くさ,どく,一般,ほのお,メンタルハーブ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ゴースト,こだわりスカーフ
57,1917.203,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0898-01,バドレックス,はくばじょうのすがた,エスパー,こおり,禁止伝説,くさ,クリアチャーム,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,ステラ,きあいのタスキ,0645-00,ランドロス,けしんフォルム,じめん,ひこう,準伝説,どく,いのちのたま,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット,0727-00,ガオガエン,,ほのお,あく,一般,むし,とつげきチョッキ
61,1913.892,0801-00,マギアナ,,はがね,フェアリー,幻,フェアリー,とつげきチョッキ,0382-00,カイオーガ,,みず,,禁止伝説,みず,こだわりスカーフ,0235-00,ドーブル,,ノーマル,,一般,ゴースト,きあいのタスキ,0925-00,イッカネズミ,３びきかぞく,ノーマル,,一般,ノーマル,こうかくレンズ,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,みず,ぼうじんゴーグル,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット
62,1913.692,1008-00,ミライドン,,でんき,ドラゴン,禁止伝説,でんき,こだわりスカーフ,0383-00,グラードン,,じめん,,禁止伝説,ほのお,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ,0727-00,ガオガエン,,ほのお,あく,一般,むし,ゴツゴツメット,0637-00,ウルガモス,,むし,ほのお,一般,くさ,たべのこし,0981-00,リキキリン,,ノーマル,エスパー,一般,みず,エレキシード
66,1910.671,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,みず,くちたたて,1002-00,パオジアン,,あく,こおり,準伝説,ドラゴン,おんみつマント,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いのちのたま,0812-00,ゴリランダー,,くさ,,一般,みず,とつげきチョッキ,1003-00,ディンルー,,あく,じめん,準伝説,どく,ぼうじんゴーグル
71,1908.734,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりスカーフ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,くさ,くちたたて,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,ゴースト,ブーストエナジー,0727-00,ガオガエン,,ほのお,あく,一般,むし,ゴツゴツメット
80,1905.932,0898-02,バドレックス,こくばじょうのすがた,エスパー,ゴースト,禁止伝説,ゴースト,こだわりメガネ,0889-00,ザマゼンタ,れきせんのゆうしゃ,かくとう,,禁止伝説,あく,くちたたて,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0993-00,テツノコウベ,,あく,ひこう,パラドックス,はがね,ブーストエナジー,0466-00,エレキブル,,でんき,,一般,フェアリー,おんみつマント,0547-00,エルフーン,,くさ,フェアリー,一般,ゴースト,きあいのタスキ
