順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2168.923,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,ふうせん,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,とつげきチョッキ,0908-00,マスカーニャ,,くさ,あく,一般,あく,きあいのタスキ
2,2163.618,0748-00,ドヒドイデ,,どく,みず,一般,はがね,メンタルハーブ,0242-00,ハピナス,,ノーマル,,一般,かくとう,あつぞこブーツ,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,0227-00,エアームド,,はがね,ひこう,一般,フェアリー,ゴツゴツメット
4,2142.182,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりスカーフ,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,とつげきチョッキ,0637-00,ウルガモス,,むし,ほのお,一般,くさ,あつぞこブーツ,0903-00,オオニューラ,,かくとう,どく,一般,あく,きあいのタスキ,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし
5,2119.278,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりハチマキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,かくとう,こだわりメガネ,0977-00,ヘイラッシャ,,みず,,一般,でんき,たべのこし,0594-00,ママンボウ,,みず,,一般,はがね,とつげきチョッキ,0823-00,アーマーガア,,ひこう,はがね,一般,ステラ,ゴツゴツメット,0980-00,ドオー,,どく,じめん,一般,はがね,オボンのみ
6,2109.726,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ゴースト,きあいのタスキ,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま
7,2109.357,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,あつぞこブーツ,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,0903-00,オオニューラ,,かくとう,どく,一般,あく,オボンのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,こだわりメガネ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,おんみつマント,0923-00,パーモット,,でんき,かくとう,一般,でんき,こだわりハチマキ
9,2104.591,0956-00,クエスパトラ,,エスパー,,一般,フェアリー,オボンのみ,0727-00,ガオガエン,,ほのお,あく,一般,ゴースト,マゴのみ,0823-00,アーマーガア,,ひこう,はがね,一般,フェアリー,おんみつマント,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ふうせん,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,0730-00,アシレーヌ,,みず,フェアリー,一般,フェアリー,たべのこし
13,2096.871,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,0815-00,エースバーン,,ほのお,,一般,こおり,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,あつぞこブーツ,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,とつげきチョッキ,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,オボンのみ
15,2081.908,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ドラゴン,りゅうのキバ,0970-00,キラフロル,,いわ,どく,一般,くさ,きあいのタスキ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,0257-00,バシャーモ,,ほのお,かくとう,一般,こおり,いのちのたま,0212-00,ハッサム,,むし,はがね,一般,ひこう,こだわりハチマキ
16,2080.946,0914-00,ウェーニバル,,みず,かくとう,一般,ゴースト,きあいのタスキ,0970-00,キラフロル,,いわ,どく,一般,どく,くろいヘドロ,0730-00,アシレーヌ,,みず,フェアリー,一般,はがね,オボンのみ,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,いかさまダイス,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ
