順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2202.981,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,あく,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ,0980-00,ドオー,,どく,じめん,一般,ほのお,くろいヘドロ,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,こだわりスカーフ,0934-00,キョジオーン,,いわ,,一般,フェアリー,たべのこし
3,2184.439,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりハチマキ,0462-00,ジバコイル,,でんき,はがね,一般,フェアリー,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,フェアリー,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,ラムのみ,0901-00,ガチグマ,,じめん,ノーマル,一般,ゴースト,かえんだま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,ブーストエナジー
5,2173.442,0986-00,アラブルタケ,,くさ,あく,パラドックス,みず,たべのこし,1002-00,パオジアン,,あく,こおり,準伝説,フェアリー,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,どく,おんみつマント,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりスカーフ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,みず,ひかりのこな
6,2173.132,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0980-00,ドオー,,どく,じめん,一般,ノーマル,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,おんみつマント,0858-00,ブリムオン,,エスパー,フェアリー,一般,みず,フィラのみ,1004-00,イーユイ,,あく,ほのお,準伝説,フェアリー,こだわりスカーフ
7,2171.611,0286-00,キノガッサ,,くさ,かくとう,一般,ほのお,おんみつマント,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ノーマル,きあいのタスキ,1002-00,パオジアン,,あく,こおり,準伝説,フェアリー,こだわりスカーフ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,いのちのたま,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,ブーストエナジー
8,2171.38,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,こだわりメガネ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,どく,きあいのタスキ
10,2165.483,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,0892-00,ウーラオス,いちげきのかた,かくとう,あく,準伝説,みず,こだわりスカーフ,0149-00,カイリュー,,ドラゴン,ひこう,一般,どく,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,はがね,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,おんみつマント
11,2162.934,1002-00,パオジアン,,あく,こおり,準伝説,でんき,いのちのたま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,おんみつマント,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ゴースト,きあいのタスキ
12,2162.03,1001-00,チオンジェン,,あく,くさ,準伝説,フェアリー,たべのこし,0748-00,ドヒドイデ,,どく,みず,一般,くさ,レッドカード,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,こだわりメガネ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,フェアリー,こだわりスカーフ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,とつげきチョッキ
15,2150.261,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,たべのこし,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,みず,オボンのみ,1004-00,イーユイ,,あく,ほのお,準伝説,フェアリー,こだわりメガネ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,こだわりスカーフ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,みず,ブーストエナジー,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,どく,きあいのタスキ
