順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
7,2039.945,0977-00,ヘイラッシャ,,みず,,一般,ほのお,ゴツゴツメット,0978-00,シャリタツ,そったすがた,ドラゴン,みず,一般,ドラゴン,こだわりスカーフ,0894-00,レジエレキ,,でんき,,準伝説,ゴースト,ひかりのねんど,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,きあいのタスキ,0488-00,クレセリア,,エスパー,,準伝説,フェアリー,ぼうじんゴーグル,0901-00,ガチグマ,,じめん,ノーマル,一般,ドラゴン,かえんだま
10,2035.779,1002-00,パオジアン,,あく,こおり,準伝説,あく,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,しんぴのしずく,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりメガネ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,くさ,ブーストエナジー,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,0812-00,ゴリランダー,,くさ,,一般,ほのお,きせきのタネ
20,2014.998,0978-02,シャリタツ,のびたすがた,ドラゴン,みず,一般,ドラゴン,ゴツゴツメット,0977-00,ヘイラッシャ,,みず,,一般,ゴースト,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりメガネ
28,2010.266,0485-00,ヒードラン,,ほのお,はがね,準伝説,くさ,たべのこし,0373-00,ボーマンダ,,ドラゴン,ひこう,一般,はがね,こだわりスカーフ,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,1013-00,ヤバソチャ,ボンサクのすがた,くさ,ゴースト,一般,みず,オボンのみ,0903-00,オオニューラ,,かくとう,どく,一般,どく,きあいのタスキ,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,ゴツゴツメット
31,2009.16,0302-00,ヤミラミ,,あく,ゴースト,一般,どく,だっしゅつボタン,0146-01,ファイヤー,ガラルのすがた,あく,ひこう,準伝説,どく,オボンのみ,0894-00,レジエレキ,,でんき,,準伝説,ゴースト,ひかりのねんど,0977-00,ヘイラッシャ,,みず,,一般,くさ,たべのこし,0901-00,ガチグマ,,じめん,ノーマル,一般,ドラゴン,かえんだま,0488-00,クレセリア,,エスパー,,準伝説,フェアリー,ぼうじんゴーグル
39,1993.292,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,しんぴのしずく,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,ドラゴン,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,こだわりメガネ,0812-00,ゴリランダー,,くさ,,一般,くさ,とつげきチョッキ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,あく,ウイのみ,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,ピントレンズ
58,1959.75,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,みず,ナモのみ,0936-00,グレンアルマ,,ほのお,エスパー,一般,かくとう,いのちのたま,0324-00,コータス,,ほのお,,一般,ほのお,こだわりメガネ,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ひこう,きあいのタスキ,1005-00,トドロクツキ,,ドラゴン,あく,パラドックス,じめん,ブーストエナジー,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,みず,くろいてっきゅう
65,1950.862,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,ひこう,きあいのタスキ,0892-01,ウーラオス,れんげきのかた,かくとう,みず,準伝説,みず,こだわりスカーフ,0591-00,モロバレル,,くさ,どく,一般,みず,おんみつマント,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,とつげきチョッキ,0645-01,ランドロス,れいじゅうフォルム,じめん,ひこう,準伝説,ゴースト,こだわりハチマキ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ
69,1950.249,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,はがね,メンタルハーブ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりスカーフ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ゴースト,きあいのタスキ,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,オボンのみ
85,1943.454,0641-00,トルネロス,けしんフォルム,ひこう,,準伝説,はがね,メンタルハーブ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりメガネ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりスカーフ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ゴースト,きあいのタスキ,1017-03,オーガポン,いしずえのめん,くさ,いわ,準伝説,いわ,いしずえのめん,0981-00,リキキリン,,ノーマル,エスパー,一般,フェアリー,オボンのみ
