順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
1,2167.23,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,はがね,ブーストエナジー,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,フェアリー,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,でんき,ラムのみ,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,とつげきチョッキ,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,たべのこし,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,きあいのタスキ
2,2163.21,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,とつげきチョッキ,1001-00,チオンジェン,,あく,くさ,準伝説,みず,たべのこし,0994-00,テツノドクガ,,ほのお,どく,パラドックス,フェアリー,ブーストエナジー
4,2127.393,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,あつぞこブーツ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,とつげきチョッキ,0998-00,セグレイブ,,ドラゴン,こおり,一般,ゴースト,いのちのたま,0991-00,テツノツツミ,,こおり,みず,パラドックス,ゴースト,きあいのタスキ,1001-00,チオンジェン,,あく,くさ,準伝説,ほのお,たべのこし,0748-00,ドヒドイデ,,どく,みず,一般,くさ,レッドカード
5,2127.367,1003-00,ディンルー,,あく,じめん,準伝説,はがね,ウイのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,おんみつマント,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,ゴツゴツメット,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,こだわりスカーフ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,とつげきチョッキ,1001-00,チオンジェン,,あく,くさ,準伝説,どく,たべのこし
6,2125.434,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1001-00,チオンジェン,,あく,くさ,準伝説,あく,くろいメガネ,0964-00,イルカマン,ナイーブフォルム,みず,,一般,フェアリー,たべのこし,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,とつげきチョッキ,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,どく,オボンのみ
7,2125.291,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,ゴツゴツメット,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ノーマル,ブーストエナジー,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,いのちのたま
8,2123.916,1002-00,パオジアン,,あく,こおり,準伝説,でんき,とつげきチョッキ,0934-00,キョジオーン,,いわ,,一般,ゴースト,たべのこし,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,おんみつマント,1004-00,イーユイ,,あく,ほのお,準伝説,みず,こだわりスカーフ,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,きあいのタスキ
9,2121.304,1003-00,ディンルー,,あく,じめん,準伝説,はがね,オボンのみ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,あつぞこブーツ,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし,1004-00,イーユイ,,あく,ほのお,準伝説,フェアリー,こだわりメガネ,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,とつげきチョッキ
10,2118.247,0479-02,ロトム,ウォッシュロトム,でんき,みず,一般,はがね,たべのこし,1006-00,テツノブジン,,フェアリー,かくとう,パラドックス,ゴースト,こだわりスカーフ,0994-00,テツノドクガ,,ほのお,どく,パラドックス,ゴースト,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0450-00,カバルドン,,じめん,,一般,はがね,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,あつぞこブーツ
11,2114.231,0450-00,カバルドン,,じめん,,一般,はがね,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,おんみつマント,0184-00,マリルリ,,みず,フェアリー,一般,フェアリー,オボンのみ,0286-00,キノガッサ,,くさ,かくとう,一般,はがね,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,こだわりメガネ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりスカーフ
