順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,もちもの_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,もちもの_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,もちもの_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,もちもの_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,もちもの_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,もちもの_6
3,2049.469,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ひこう,せいれいプレート,1004-00,イーユイ,,あく,ほのお,準伝説,ほのお,こだわりスカーフ,0130-00,ギャラドス,,みず,ひこう,一般,はがね,こうかくレンズ,1003-00,ディンルー,,あく,じめん,準伝説,どく,ラムのみ,0992-00,テツノカイナ,,かくとう,でんき,パラドックス,みず,たべのこし,0591-00,モロバレル,,くさ,どく,一般,はがね,オッカのみ
9,2010.705,0297-00,ハリテヤマ,,かくとう,,一般,いわ,かえんだま,0765-00,ヤレユータン,,ノーマル,エスパー,一般,くさ,オボンのみ,0324-00,コータス,,ほのお,,一般,ほのお,もくたん,0858-00,ブリムオン,,エスパー,フェアリー,一般,ほのお,いのちのたま,0983-00,ドドゲザン,,あく,はがね,一般,ひこう,ぼうじんゴーグル,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,はがね,サイコシード
12,2007.044,0861-00,オーロンゲ,,あく,フェアリー,一般,はがね,ロゼルのみ,0991-00,テツノツツミ,,こおり,みず,パラドックス,みず,ブーストエナジー,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,きあいのタスキ,0663-00,ファイアロー,,ほのお,ひこう,一般,ひこう,ゴツゴツメット,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,じゃくてんほけん,0130-00,ギャラドス,,みず,ひこう,一般,はがね,とつげきチョッキ
16,2003.807,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,いのちのたま,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ほのお,ブーストエナジー,0986-00,アラブルタケ,,くさ,あく,パラドックス,みず,いかさまダイス,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,こだわりスカーフ
20,1990.008,0977-00,ヘイラッシャ,,みず,,一般,くさ,オボンのみ,0970-00,キラフロル,,いわ,どく,一般,くさ,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,ぼうじんゴーグル,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,はがね,ブーストエナジー,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,おんみつマント,0823-00,アーマーガア,,ひこう,はがね,一般,でんき,たべのこし
22,1986.798,1003-00,ディンルー,,あく,じめん,準伝説,みず,オボンのみ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,するどいくちばし,1002-00,パオジアン,,あく,こおり,準伝説,はがね,きあいのタスキ,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりメガネ,0925-00,イッカネズミ,３びきかぞく,ノーマル,,一般,ゴースト,こうかくレンズ,0977-00,ヘイラッシャ,,みず,,一般,はがね,たべのこし
87,1906.171,0977-00,ヘイラッシャ,,みず,,一般,くさ,オボンのみ,0970-00,キラフロル,,いわ,どく,一般,くさ,きあいのタスキ,0059-00,ウインディ,,ほのお,,一般,ノーマル,クリアチャーム,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,いのちのたま,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ
150,1866.212,0059-00,ウインディ,,ほのお,,一般,みず,こうかくレンズ,0591-00,モロバレル,,くさ,どく,一般,みず,ゴツゴツメット,0934-00,キョジオーン,,いわ,,一般,ゴースト,オボンのみ,1003-00,ディンルー,,あく,じめん,準伝説,フェアリー,とつげきチョッキ,1001-00,チオンジェン,,あく,くさ,準伝説,みず,たべのこし,0823-00,アーマーガア,,ひこう,はがね,一般,ドラゴン,ウイのみ
166,1854.929,0977-00,ヘイラッシャ,,みず,,一般,ほのお,たべのこし,0978-01,シャリタツ,たれたすがた,ドラゴン,みず,一般,はがね,ラムのみ,0970-00,キラフロル,,いわ,どく,一般,くさ,きあいのタスキ,1003-00,ディンルー,,あく,じめん,準伝説,どく,とつげきチョッキ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,ノーマル,ブーストエナジー,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,こだわりスカーフ
196,1842.017,0663-00,ファイアロー,,ほのお,ひこう,一般,ゴースト,ぼうじんゴーグル,0984-00,イダイナキバ,,じめん,かくとう,パラドックス,はがね,しろいハーブ,1004-00,イーユイ,,あく,ほのお,準伝説,くさ,いのちのたま,0991-00,テツノツツミ,,こおり,みず,パラドックス,ゴースト,ブーストエナジー,0475-00,エルレイド,,エスパー,かくとう,一般,くさ,きあいのタスキ,0970-00,キラフロル,,いわ,どく,一般,フェアリー,とつげきチョッキ
310,1809.157,1004-00,イーユイ,,あく,ほのお,準伝説,ゴースト,こだわりスカーフ,0987-00,ハバタクカミ,,ゴースト,フェアリー,パラドックス,フェアリー,ブーストエナジー,1002-00,パオジアン,,あく,こおり,準伝説,ゴースト,きあいのタスキ,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,じゃくてんほけん,0198-00,ヤミカラス,,あく,ひこう,一般,はがね,しんかのきせき,1003-00,ディンルー,,あく,じめん,準伝説,ほのお,とつげきチョッキ
